chrom	classifiedWinEnd	Species	classifiedWinStart.x	beta	sample.x	classifiedWinStart.y	bigWinRange	pi	theta	TajimaD	distVar	distSkew	distKurt	nDiplos	H1	H12	H2.H1	ZnS	omega	sample.y	NORMPOS
I	6750000	C.remanei	6700000	2.29803	CR	6650001	6700001-6800000	0.0121909504054736	0.0114146463702431	0.26927578189258	4.02703538966288e-05	-0.572738953171394	0.175104022282465	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.16123438	1.47116542268216	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.I	0.391360045734045
I	6850000	C.elegans	6800000	0.530429	CE	6750001	6800001-6900000	3.57705853189469e-05	2.15296635274481e-05	1.81370059934634	1.51302206434458e-09	-0.0553609468878426	-1.93831319489141	4	0.410714285714286	0.803571428571428	0.391304347826087	-0.08811489	1.11286562966085	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.I	0.446798350642258
I	6850000	C.remanei	6800000	1.43596	CR	6750001	6800001-6900000	0.00827640141959841	0.00756591393601283	0.37171576268415	1.63226118179773e-05	-1.04171806411764	0.899484980695306	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.16733034	1.28177378081003	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.I	0.397157972337512
I	6950000	C.elegans	6900000	0	CE	6850001	6900001-7000000	6.83435452456737e-06	7.28909241873734e-06	-0.125661114325793	4.59210823871251e-11	0.335940266149763	-0.663199549147536	4	0.433673469387755	0.864795918367347	0.502941176470588	-0.13178653	0	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.I	0.453320954301269
I	6950000	C.remanei	6900000	1.54979	CR	6850001	6900001-7000000	0.0123338182262433	0.0117416341312479	0.199689774591365	5.54236529683544e-05	-0.670902643196048	-0.165655804831704	12	0.102040816326531	0.13265306122449	0.55	0.22778213	1.6388232430431	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.I	0.40295589894098
I	7050000	C.elegans	7000000	0	CE	6950001	7000001-7100000	2.18479810316545e-05	1.00061410406571e-05	2.62070471673375	3.94550486873777e-10	0.0610211731386728	-1.65508644991468	3	0.410714285714286	0.755102040816327	0.301242236024845	6.953875e-08	0	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.I	0.45984355796028
I	7050000	C.remanei	7000000	1.75259	CR	6950001	7000001-7100000	0.0107955211532661	0.00943391012286654	0.571369712998666	3.40723562030953e-05	-0.97036259212872	0.0506140927834053	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.21648447	1.41125497185052	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.I	0.408753825544447
I	7150000	C.elegans	7100000	0	CE	7050001	7100001-7200000	1.03045834984483e-05	7.07908312223304e-06	0.91776882643224	7.28093363556716e-11	0.447899205707442	-0.319454750533013	4	0.318877551020408	0.594387755102041	0.424	-0.008460869	0	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.I	0.466366161619291
I	7150000	C.remanei	7100000	1.40589	CR	7050001	7100001-7200000	0.0118243938924366	0.0118017214389228	0.00760672668231981	4.33448516856401e-05	-1.00782182217479	0.571630461351462	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.1940077	1.45827542591585	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.I	0.414551752147914
I	7250000	C.elegans	7200000	0	CE	7150001	7200001-7300000	7.52345332080353e-07	2.33539242053893e-06	NA	7.65360637614181e-12	3.32820117735137	9.07692307692307	2	0.931122448979592	1	0.00136986301369863	0	0	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.I	0.472888765278302
I	7250000	C.remanei	7200000	1.42139	CR	7150001	7200001-7300000	0.0106621217574382	0.0094975386232667	0.485415329139133	2.01566778894852e-05	-0.42698241207636	0.0850084309698396	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.13431054	1.82300968478629	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.I	0.420349678751382
I	7350000	C.elegans	7300000	0	CE	7250001	7300001-7400000	1.78821420917872e-05	1.19899101408064e-05	1.16352103497714	1.36981310332343e-10	-0.351584669762475	-0.899092575292831	5	0.252551020408163	0.436224489795918	0.590909090909091	0.014090052	0	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.I	0.479411368937313
I	7350000	C.remanei	7300000	1.71321	CR	7250001	7300001-7400000	0.0108845990737029	0.0095652006677932	0.546068590898613	1.389439320877e-05	-1.04504654537186	1.48711282414727	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.12722638	1.31075019625158	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.I	0.426147605354849
I	7450000	C.elegans	7400000	0	CE	7350001	7400001-7500000	2.07806296354672e-05	9.83992607320435e-06	2.46217511354654	2.71615024972807e-10	0.0772795148358622	-1.45745690895447	4	0.267857142857143	0.451530612244898	0.614285714285714	-0.23289327	0	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.I	0.485933972596324
I	7450000	C.remanei	7400000	1.86547	CR	7350001	7400001-7500000	0.0144075612853579	0.0122131374663277	0.711420308680079	2.10738774037349e-05	-1.11230055544992	2.54147924789629	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.1259626	1.2121622730598	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.I	0.431945531958316
I	750000	C.elegans	700000	0.603383	CE	650001	700001-800000	0.000567552799451038	0.000281169821833961	3.51414237864905	3.88389860518583e-07	0.190642714088108	-1.96004863239223	6	0.336734693877551	0.586734693877551	0.257575757575758	0.0050353436	1.00705033259041	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.I	0.048919527442583
I	750000	C.remanei	700000	0.274764	CR	650001	700001-800000	0.0182184931342548	0.018271086032244	-0.0113652683166496	4.80696422476953e-05	-0.119331832678262	-0.13347752796308	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.08035802	1.33452258019216	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.I	0.043484449526005
I	7550000	C.elegans	7500000	0	CE	7450001	7500001-7600000	9.79080365489813e-06	4.95823084762812e-06	NA	6.36940394291761e-11	0.175888024890851	-0.959422142859169	3	0.339285714285714	0.591836734693878	0.545112781954887	-0.43528575	0	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.I	0.492456576255335
I	7550000	C.remanei	7500000	2.16573	CR	7450001	7500001-7600000	0.0135593692525699	0.0110355966748893	0.9054592724797	2.50820261295569e-05	-0.839735807918581	1.06555954561362	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.16889222	1.19370706980361	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.I	0.437743458561784
I	7650000	C.elegans	7600000	0	CE	7550001	7600001-7700000	4.16931939613246e-06	6.9887830903251e-06	-0.812602514863231	3.29505257061674e-11	0.88178532096858	-0.340144035285022	4	0.64030612244898	0.864795918367347	0.0358565737051793	-0.06472396	0	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.I	0.498979179914346
I	7650000	C.remanei	7600000	2.37323	CR	7550001	7600001-7700000	0.0132412259527119	0.0107153146180385	0.933345811903009	2.34369511355358e-05	-0.98203828623617	1.34033726675305	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.15523016	1.64489092476697	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.I	0.443541385165251
I	7750000	C.elegans	7700000	0	CE	7650001	7700001-7800000	1.65334962833474e-05	1.08047252571241e-05	1.17412208765047	2.10233184660022e-10	0.0270070543843248	-1.51697516534626	4	0.39030612244898	0.696428571428571	0.264705882352941	-0.17976122	0	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.I	0.505501783573358
I	7750000	C.remanei	7700000	1.67387	CR	7650001	7700001-7800000	0.00997953530097732	0.00854937946569882	0.662228270440238	1.6687708412527e-05	-0.568549994516362	0.394125937883379	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.16759476	1.19960131726895	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.I	0.449339311768718
I	7850000	C.elegans	7800000	0	CE	7750001	7800001-7900000	5.17730529736731e-06	2.53754682395804e-06	NA	3.37497138367419e-11	0.191345949293976	-1.96338672768879	2	0.563775510204082	1	0.183257918552036	0	0	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.I	0.512024387232369
I	7850000	C.remanei	7800000	2.34275	CR	7750001	7800001-7900000	0.0146005105892093	0.0125806783939754	0.635697447943219	2.16315131420724e-05	-1.25918408944399	2.91495804767522	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.1318241	1.37462152091246	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.I	0.455137238372186
I	7950000	C.elegans	7900000	31.4798	CE	7850001	7900001-8000000	0.000521826486873266	0.000305268410414597	2.50152161344483	3.87218026049481e-07	-0.0654447340977098	-1.97872651075917	16	0.145408163265306	0.237244897959184	0.289473684210526	0.8421331	1.76561940184552	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.I	0.51854699089138
I	7950000	C.remanei	7900000	3.82237	CR	7850001	7900001-8000000	0.0188636160503265	0.0146639035159362	1.13366450944126	4.78984355937147e-05	-0.945926088212467	1.81346903823346	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.15786806	3.50311018339568	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.I	0.460935164975653
I	8050000	C.elegans	8000000	0	CE	7950001	8000001-8100000	1.70833719656026e-05	7.3425241828277e-06	2.67217310302348	2.84873454192038e-10	-0.063524081680428	-1.99596469104666	2	0.502551020408163	1	0.428934010152284	-0.33333328	0	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.I	0.525069594550391
I	8050000	C.remanei	8000000	4.34112	CR	7950001	8000001-8100000	0.0151177911162472	0.0120295268971212	1.01646582052817	2.12826924198137e-05	-1.23951802946601	3.51805896587426	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.12248013	1.44623297322594	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.I	0.46673309157912
I	8150000	C.elegans	8100000	3.38098	CE	8050001	8100001-8200000	7.03998316634374e-05	5.66512740496067e-05	0.773378438772919	8.35200629392889e-09	-0.000185197531137471	-1.66958195570127	10	0.352040816326531	0.474489795918367	0.072463768115942	0.64014214	5.40834969409166	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.I	0.531592198209402
I	8150000	C.remanei	8100000	2.09429	CR	8050001	8100001-8200000	0.0127053272621824	0.0107405110288098	0.72430389134156	2.10753812622555e-05	-0.810370791407622	1.11645657210105	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.12236874	1.35165948192341	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.I	0.472531018182588
I	8250000	C.elegans	8200000	0.186217	CE	8150001	8200001-8300000	2.31677019273497e-05	1.72708083298058e-05	0.883900393290176	3.58246367907807e-10	-0.413717549062841	-1.1558386521967	5	0.247448979591837	0.410714285714286	0.670103092783505	-0.057028074	5.7388880103414	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.I	0.538114801868413
I	8250000	C.remanei	8200000	3.55315	CR	8150001	8200001-8300000	0.0149333849744026	0.0116109858256644	1.1328570605848	4.83466765357123e-05	-0.881561233723955	0.177766655032103	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.15310441	1.90769871061101	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.I	0.478328944786055
I	8350000	C.elegans	8300000	11.9889	CE	8250001	8300001-8400000	0.000161192050453755	7.53831722919694e-05	3.71513956060378	1.671278452964e-10	0.240592603192654	-0.663780376783591	10	0.168367346938776	0.275510204081633	0.628787878787879	0.04809897	3.28288177618938	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.I	0.544637405527424
I	8350000	C.remanei	8300000	1.96504	CR	8250001	8300001-8400000	0.0112791494463288	0.00970739857153705	0.641030860675519	2.13530455891057e-05	-0.849130831675795	0.999809478689028	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.12172925	1.38512731980418	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.I	0.484126871389522
I	8450000	C.elegans	8400000	0	CE	8350001	8400001-8500000	3.52546572390661e-05	2.25937824660366e-05	1.53652456524144	9.15057336562004e-10	-0.0339694679653536	-1.79306887134679	6	0.293367346938775	0.538265306122449	0.373913043478261	-0.06128494	0.865125821144205	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.I	0.551160009186435
I	8450000	C.remanei	8400000	1.86427	CR	8350001	8400001-8500000	0.00829585984147175	0.00737619779850215	0.49349623503773	1.33087626550453e-05	-0.650946144185156	0.0954811097869879	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.08671452	1.42984191310525	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.I	0.48992479799299
I	850000	C.elegans	800000	0.81654	CE	750001	800001-900000	0.000902074673884103	0.000474625582770265	3.17298887502485	9.1344712737828e-07	0.192349497558357	-1.95591046197683	14	0.158163265306122	0.25	0.346774193548387	0.0011645887	1.07773847647857	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.I	0.0554421311015941
I	8550000	C.elegans	8500000	0.104337	CE	8450001	8500001-8600000	2.31453528156825e-05	1.53348552043207e-05	1.26789514397203	3.97414948628988e-10	0.446558853539975	-1.09052529223507	5	0.262755102040816	0.466836734693877	0.514563106796116	0.17889158	0.565691288018451	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.I	0.557682612845446
I	8550000	C.remanei	8500000	1.57326	CR	8450001	8500001-8600000	0.00794565361738602	0.00791381905519836	0.015919074065009	2.34379651748198e-05	-0.612209716955528	-0.0648317796025775	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.1829275	2.39303390232698	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.I	0.495722724596457
I	8650000	C.elegans	8600000	-0.0223868	CE	8550001	8600001-8700000	2.41262697247068e-05	1.27334498005719e-05	2.11833911312479	1.43010861856324e-10	-0.453481632733628	-0.996683281262075	4	0.267857142857143	0.451530612244898	0.614285714285714	-0.028551778	0	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.I	0.564205216504457
I	8650000	C.remanei	8600000	1.36512	CR	8550001	8600001-8700000	0.00937100517012307	0.00872121939194521	0.29492075618132	2.08109344769097e-05	-0.497028159630654	0.13309933996189	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.13986582	1.44257764722235	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.I	0.501520651199924
I	8750000	C.elegans	8700000	0	CE	8650001	8700001-8800000	1.14130379912234e-05	4.90538446501203e-06	NA	1.27147350041614e-10	-0.063524081680429	-1.99596469104666	2	0.502551020408163	1	0.428934010152284	1	0	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.I	0.570727820163468
I	8750000	C.remanei	8700000	1.36037	CR	8650001	8700001-8800000	0.00981166534923713	0.0084195023762847	0.654555338519211	2.17409051360883e-05	-0.435686116950559	0.227442514286765	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.16511938	1.45499252489821	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.I	0.507318577803392
I	8850000	C.elegans	8800000	0	CE	8750001	8800001-8900000	1.06460463027387e-05	4.87577505107813e-06	NA	9.36821102429265e-11	0.0610211731386726	-1.65508644991468	3	0.410714285714286	0.755102040816327	0.301242236024845	-0.7392961	0	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.I	0.577250423822479
I	8850000	C.remanei	8800000	1.27264	CR	8750001	8800001-8900000	0.0107628864078314	0.00966101997152229	0.4514158218336	1.96225140000206e-05	-1.08197423105718	1.62480017014574	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.144819	1.28110612612815	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.I	0.513116504406859
I	8950000	C.elegans	8900000	0.632462	CE	8850001	8900001-9000000	2.14723507444001e-05	1.15621038910005e-05	2.02935458809032	4.32265892086697e-10	0.0174747300088288	-1.68080752506985	4	0.267857142857143	0.451530612244898	0.614285714285714	-0.15857975	0	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.I	0.58377302748149
I	8950000	C.remanei	8900000	1.67921	CR	8850001	8900001-9000000	0.00688406780388397	0.00650868436952345	0.2282503275534	1.37814700563406e-05	0.0163872913314497	-0.103760173488927	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.17428575	1.7800191009028	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.I	0.518914431010326
I	9050000	C.elegans	9000000	23.0211	CE	8950001	9000001-9100000	0.000168491372097998	9.3831264017379e-05	2.65123206713988	4.4839924064373e-08	-0.073609997922793	-1.98564781412026	4	0.433673469387755	0.864795918367347	0.502941176470588	0.78687245	1.14537168601533	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.I	0.590295631140501
I	9050000	C.remanei	9000000	2.82674	CR	8950001	9000001-9100000	0.00631296317062517	0.00556532117290665	0.531561567324025	1.01414212377101e-05	-0.623387644109712	0.205505017845956	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.1734758	1.89732644423766	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.I	0.524712357613794
I	9150000	C.elegans	9100000	0	CE	9050001	9100001-9200000	1.76366665144111e-05	9.66120888398161e-06	1.82805670079771	2.8379284121568e-10	-0.0499238540606701	-1.87763617053558	3	0.466836734693878	0.931122448979592	0.46448087431694	-0.13680641	0	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.I	0.596818234799512
I	9150000	C.remanei	9100000	2.21184	CR	9050001	9100001-9200000	0.0117714144663756	0.0102302869043977	0.596404418880209	1.73500517711093e-05	-1.22793019445264	2.09710617524624	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.14719966	1.69161500806013	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.I	0.530510284217261
I	9250000	C.elegans	9200000	0	CE	9150001	9200001-9300000	2.23705739260223e-06	2.49989784775711e-06	NA	2.10292569021092e-11	1.51245652911918	0.287524752475247	2	0.808673469387755	1	0.0141955835962145	0	0	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.I	0.603340838458523
I	9250000	C.remanei	9200000	1.00949	CR	9150001	9200001-9300000	0.0120736777565175	0.0110638176076083	0.36140179894383	1.80339787101116e-05	-1.10780545697163	1.87864829717428	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.115477785	1.23243363812987	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.I	0.536308210820728
I	9350000	C.elegans	9300000	0	CE	9250001	9300001-9400000	1.56967613562192e-05	1.32618705135874e-05	0.434695401361473	1.87890385212519e-10	0.0813879082874794	-1.31170853876442	5	0.385204081632653	0.74234693877551	0.350993377483444	0.020524085	0	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.I	0.609863442117535
I	9350000	C.remanei	9300000	1.35368	CR	9250001	9300001-9400000	0.00858337588857647	0.00758363166341645	0.521831931488791	1.46216735121204e-05	-0.244496242886119	-0.0978961225846673	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.15033026	1.42304484663139	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.I	0.542106137424196
I	9450000	C.elegans	9400000	1.58903	CE	9350001	9400001-9500000	0.000222177137245756	0.000102675031159935	3.90739943644314	2.35556162244175e-08	-0.0722458878837789	-1.91490590821368	13	0.145408163265306	0.227040816326531	0.43859649122807	0.18070282	2.38541162677102	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.I	0.616386045776546
I	9450000	C.remanei	9400000	1.1229	CR	9350001	9400001-9500000	0.0100785423796544	0.00958270642949972	0.204850466584897	1.61041907128259e-05	-0.639578986543328	0.280081508939212	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.115699574	1.23627040596984	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.I	0.547904064027663
I	950000	C.elegans	900000	0.809841	CE	850001	900001-1000000	0.00106702760985096	0.000567052629032597	3.11627149571744	8.86478522809976e-07	-0.0436912365328551	-1.79924675826541	15	0.112244897959184	0.165816326530612	0.443181818181818	0.0002094524	2.00610307252261	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.I	0.0619647347606051
I	9550000	C.elegans	9500000	0.277785	CE	9450001	9500001-9600000	0.000106020590054203	4.87828805558625e-05	3.67737074117776	9.13392964141594e-09	-0.0778624002302759	-1.95163137313179	4	0.267857142857143	0.451530612244898	0.614285714285714	0.16426666	1.11927703100735	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.I	0.622908649435557
I	9550000	C.remanei	9500000	1.06991	CR	9450001	9500001-9600000	0.00739392513093082	0.00752238217608341	-0.0675912199286694	9.48186497244865e-06	-0.320260701680867	0.21651960300423	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.11636596	2.294375148011	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.I	0.55370199063113
I	9650000	C.elegans	9600000	0	CE	9550001	9600001-9700000	5.32195613292635e-05	2.82468846863568e-05	2.52399975890345	2.2199022558125e-09	-0.0248912383101466	-1.72291507074976	6	0.346938775510204	0.63265306122449	0.279411764705882	-0.03897704	0.905404349304772	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.I	0.629431253094568
I	9650000	C.remanei	9600000	1.58463	CR	9550001	9600001-9700000	0.00833891984706731	0.00785210657954372	0.245416938707957	1.32079846985056e-05	-0.488644614478506	0.82754546232992	13	0.0816326530612245	0.102040816326531	0.75	0.13220118	1.20600268516341	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.I	0.559499917234598
I	9750000	C.elegans	9700000	3.90233	CE	9650001	9700001-9800000	5.93932968701058e-05	0.000111068165551294	-1.5694774311173	1.26340562888439e-08	2.77233184013428	7.06056067040052	5	0.252551020408163	0.436224489795918	0.590909090909091	0.67113215	37.4789975009741	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.I	0.635953856753579
I	9750000	C.remanei	9700000	1.66218	CR	9650001	9700001-9800000	0.00617818181945297	0.00727001248041634	-0.594352008763362	1.52865673499069e-05	1.41391328424865	1.09978575847944	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.16924945	1.54527541806064	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.I	0.565297843838065
I	9850000	C.elegans	9800000	0	CE	9750001	9800001-9900000	3.6227829421929e-05	1.58970063152137e-05	3.18363982766949	1.14793973588354e-09	-0.0505092954932244	-1.91892548191916	3	0.410714285714286	0.755102040816327	0.301242236024845	-0.18261968	0.999999984396028	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.I	0.64247646041259
I	9850000	C.remanei	9800000	1.00884	CR	9750001	9800001-9900000	0.00617191424196817	0.00687542186475466	-0.404961422611081	3.5431551224702e-06	-0.304688151027801	-0.131093413643601	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.044117633	1.36088561505118	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.I	0.571095770441532
I	9950000	C.elegans	9900000	0	CE	9850001	9900001-10000000	3.08479940565749e-05	1.75751713437951e-05	1.95504350384229	8.28839614494339e-10	-0.0650881630413128	-1.89455670891886	5	0.403061224489796	0.801020408163265	0.465189873417721	0.08851954	1.86625988744256	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.I	0.648999064071601
I	9950000	C.remanei	9900000	1.48329	CR	9850001	9900001-10000000	0.00521147048384508	0.00587382742225935	-0.446219427231381	6.45359688415064e-06	0.406668075160681	-0.304936226981322	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.10002339	1.75847338845226	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.I	0.576893697045
II	10050000	C.elegans	10000000	0.426488	CE	9950001	10000001-10100000	0.000176938583773742	7.92000107254359e-05	4.06359296925574	2.81468516537619e-08	-0.079676237575881	-1.98534800114007	4	0.35969387755102	0.60969387755102	0.304964539007092	0.032621365	1.24295821313074	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.II	0.647336824099841
II	10050000	C.remanei	10000000	3.32043	CR	9950001	10000001-10100000	0.00936398112329485	0.00772135779176233	0.842074536642011	1.22152786531344e-05	-1.38338805551587	2.89254959245865	13	0.0816326530612245	0.102040816326531	0.75	0.04934614	1.21253518378579	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.II	0.504120166597419
II	10150000	C.elegans	10100000	0.442709	CE	10050001	10100001-10200000	0.000351884666913283	0.000153047693547992	4.47597010257081	1.16596840778167e-07	-0.0750508695036993	-1.9926279776685	5	0.285714285714286	0.482142857142857	0.459821428571429	0.053311415	1.00011395352786	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.II	0.653777986528695
II	10150000	C.remanei	10100000	2.1617	CR	10050001	10100001-10200000	0.0107541369177214	0.00894078711164191	0.802898676384905	1.65995542815394e-05	-1.05443082530387	1.85386913032329	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.049573183	1.24739723172789	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.II	0.50913628765809
II	10250000	C.elegans	10200000	0.607548	CE	10150001	10200001-10300000	0.000306704476451288	0.000135781910020664	4.29931471802398	9.10635272937921e-08	-0.0736731968139824	-1.98855492173367	4	0.405612244897959	0.803571428571428	0.468553459119497	0.10062197	1.02678999719212	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.II	0.660219148957549
II	10250000	C.remanei	10200000	1.80482	CR	10150001	10200001-10300000	0.00932142428386343	0.00780511437862815	0.768888716092018	1.03909591554876e-05	-1.52376386545152	3.02220884267013	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.112633675	1.47324807309423	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.II	0.514152408718761
II	10350000	C.elegans	10300000	0.377704	CE	10250001	10300001-10400000	0.000305436410167692	0.00013589344354697	4.25668556819897	9.02772070719478e-08	-0.0734819755749433	-1.99136873173539	5	0.288265306122449	0.502551020408163	0.36283185840708	-0.0053176777	1.0928071815721	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.II	0.666660311386404
II	10350000	C.remanei	10300000	1.95003	CR	10250001	10300001-10400000	0.00886435853631869	0.00743948934881577	0.75787040717546	7.75708186123034e-06	-1.0749654496642	1.85958576595972	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.08254463	1.27577090937017	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.II	0.519168529779432
II	10450000	C.elegans	10400000	0.711967	CE	10350001	10400001-10500000	0.0004616290033491	0.000203903421866004	4.40455444851946	1.75079969756191e-07	-0.0741186003448307	-1.99431708533781	3	0.466836734693878	0.931122448979592	0.46448087431694	-0.00910956	1.10217830672709	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.II	0.673101473815258
II	10450000	C.remanei	10400000	1.78165	CR	10350001	10400001-10500000	0.00900661346566313	0.00743757668598483	0.83501080705875	8.97017430616899e-06	-1.04266891811098	1.93572192405707	14	0.0714285714285714	0.0816326530612245	0.928571428571428	0.076639585	1.30325743731544	CR_WILD_population14_filt_snps_5-100_0.5_fin.NOPHASE.II	0.524184650840102
II	1050000	C.elegans	1000000	17.1669	CE	950001	1000001-1100000	0.00735093377861011	0.00396184148463881	3.08362406929257	2.3955209392931e-05	-0.0905847889526532	-1.95462291209892	28	0.0357142857142857	0.038265306122449	0.964285714285714	0.008738052	1.83828011859429	CE_population_filt_snps_5-100_0.5_fin.NOPHASE.II	0.0676322055029685
