CHR	POS	CM	Type	MB	chr
II	12619256	31.363	Maternal	12.619256	II
II	12619373	31.363	Maternal	12.619373	II
II	12635536	31.363	Maternal	12.635536	II
II	12636261	31.363	Maternal	12.636261	II
II	12636314	31.363	Maternal	12.636314	II
II	12636485	31.363	Maternal	12.636485	II
II	12636486	31.363	Maternal	12.636486	II
II	12651016	31.363	Maternal	12.651016	II
II	12651054	31.363	Maternal	12.651054	II
II	12652190	31.363	Maternal	12.65219	II
II	12652199	31.363	Maternal	12.652199	II
II	12652202	31.363	Maternal	12.652202	II
II	12652241	31.363	Maternal	12.652241	II
II	12652275	31.363	Maternal	12.652275	II
II	12652349	31.363	Maternal	12.652349	II
II	14291810	32.251	Maternal	14.29181	II
II	14291814	32.251	Maternal	14.291814	II
II	14291823	32.251	Maternal	14.291823	II
II	14291890	32.398	Maternal	14.29189	II
II	14291907	32.544	Maternal	14.291907	II
II	14341028	32.691	Maternal	14.341028	II
II	14341043	32.691	Maternal	14.341043	II
II	14341046	32.691	Maternal	14.341046	II
II	14378857	32.838	Maternal	14.378857	II
II	14378881	32.838	Maternal	14.378881	II
II	14459536	32.838	Maternal	14.459536	II
II	14470594	32.985	Maternal	14.470594	II
II	14470609	33.132	Maternal	14.470609	II
II	14470660	33.132	Maternal	14.47066	II
II	14470666	33.132	Maternal	14.470666	II
II	14470667	33.132	Maternal	14.470667	II
II	14470672	33.132	Maternal	14.470672	II
II	14470732	33.132	Maternal	14.470732	II
II	14470733	33.132	Maternal	14.470733	II
II	14534578	33.132	Maternal	14.534578	II
II	14534612	33.132	Maternal	14.534612	II
II	14534628	33.132	Maternal	14.534628	II
II	14541902	33.132	Maternal	14.541902	II
II	14541944	33.132	Maternal	14.541944	II
II	14541948	33.132	Maternal	14.541948	II
II	14541953	33.132	Maternal	14.541953	II
II	14623979	33.279	Maternal	14.623979	II
II	14623985	33.279	Maternal	14.623985	II
II	14624027	33.279	Maternal	14.624027	II
II	14624360	33.279	Maternal	14.62436	II
II	14624375	33.279	Maternal	14.624375	II
II	14624414	33.279	Maternal	14.624414	II
II	14624637	33.425	Maternal	14.624637	II
II	14624644	33.425	Maternal	14.624644	II
II	14826644	33.425	Maternal	14.826644	II
II	14826653	33.425	Maternal	14.826653	II
II	14826655	33.425	Maternal	14.826655	II
II	14849854	33.572	Maternal	14.849854	II
II	14931319	33.572	Maternal	14.931319	II
II	14931322	33.572	Maternal	14.931322	II
II	15072415	34.162	Maternal	15.072415	II
II	15072419	34.162	Maternal	15.072419	II
II	15072422	34.162	Maternal	15.072422	II
II	15072460	34.162	Maternal	15.07246	II
II	15225347	34.162	Maternal	15.225347	II
II	15225349	34.162	Maternal	15.225349	II
II	15225356	34.162	Maternal	15.225356	II
II	15225377	34.162	Maternal	15.225377	II
II	15225464	34.309	Maternal	15.225464	II
II	15225509	34.456	Maternal	15.225509	II
II	15225512	34.456	Maternal	15.225512	II
II	15226034	34.603	Maternal	15.226034	II
II	15226229	34.603	Maternal	15.226229	II
II	15226250	34.603	Maternal	15.22625	II
II	15226256	34.603	Maternal	15.226256	II
II	15226295	34.603	Maternal	15.226295	II
II	15226298	34.603	Maternal	15.226298	II
II	15226330	34.603	Maternal	15.22633	II
II	15226376	34.603	Maternal	15.226376	II
II	15226415	34.603	Maternal	15.226415	II
II	15226430	34.603	Maternal	15.22643	II
II	15226664	34.603	Maternal	15.226664	II
II	15226667	34.603	Maternal	15.226667	II
II	15226670	34.603	Maternal	15.22667	II
II	15226700	34.603	Maternal	15.2267	II
II	15226736	34.603	Maternal	15.226736	II
II	15229086	34.603	Maternal	15.229086	II
II	15229095	34.603	Maternal	15.229095	II
II	15229107	34.603	Maternal	15.229107	II
II	15229149	34.75	Maternal	15.229149	II
II	15229161	34.75	Maternal	15.229161	II
II	15229167	34.75	Maternal	15.229167	II
II	15229179	34.75	Maternal	15.229179	II
II	15229203	34.75	Maternal	15.229203	II
II	15229290	35.044	Maternal	15.22929	II
II	15229431	35.044	Maternal	15.229431	II
II	15236368	35.044	Maternal	15.236368	II
II	15236437	35.044	Maternal	15.236437	II
II	15236441	35.044	Maternal	15.236441	II
II	15236453	35.044	Maternal	15.236453	II
II	15236494	35.044	Maternal	15.236494	II
II	15236500	35.044	Maternal	15.2365	II
II	15236503	35.044	Maternal	15.236503	II
II	15236872	35.044	Maternal	15.236872	II
II	15236875	35.044	Maternal	15.236875	II
II	15236922	35.044	Maternal	15.236922	II
II	15236926	35.044	Maternal	15.236926	II
II	15236959	35.044	Maternal	15.236959	II
II	15236986	35.044	Maternal	15.236986	II
II	15278851	35.044	Maternal	15.278851	II
II	15285862	35.191	Maternal	15.285862	II
II	15285877	35.191	Maternal	15.285877	II
II	15344585	35.191	Maternal	15.344585	II
II	15367135	35.337	Maternal	15.367135	II
II	15425309	35.337	Maternal	15.425309	II
II	15425320	35.337	Maternal	15.42532	II
II	15425345	35.779	Maternal	15.425345	II
II	15425369	35.779	Maternal	15.425369	II
II	15434286	35.779	Maternal	15.434286	II
II	15434287	35.779	Maternal	15.434287	II
II	15444129	35.779	Maternal	15.444129	II
II	15660578	35.779	Maternal	15.660578	II
II	15660593	35.779	Maternal	15.660593	II
II	15660701	35.779	Maternal	15.660701	II
II	15704222	35.779	Maternal	15.704222	II
II	15704267	35.779	Maternal	15.704267	II
II	15706925	35.779	Maternal	15.706925	II
II	15706962	35.779	Maternal	15.706962	II
II	15706970	35.779	Maternal	15.70697	II
II	15706972	35.779	Maternal	15.706972	II
II	15706976	35.779	Maternal	15.706976	II
II	15717446	35.926	Maternal	15.717446	II
II	15717494	35.926	Maternal	15.717494	II
II	15717506	35.926	Maternal	15.717506	II
II	15717512	35.926	Maternal	15.717512	II
II	15721616	35.926	Maternal	15.721616	II
II	15721697	35.926	Maternal	15.721697	II
II	15723395	35.926	Maternal	15.723395	II
II	15723414	35.926	Maternal	15.723414	II
II	15723416	35.926	Maternal	15.723416	II
II	15801659	35.926	Maternal	15.801659	II
II	15801697	35.926	Maternal	15.801697	II
II	15840494	35.926	Maternal	15.840494	II
II	15860349	36.073	Maternal	15.860349	II
II	15868436	36.073	Maternal	15.868436	II
II	16038463	36.073	Maternal	16.038463	II
II	16038472	36.073	Maternal	16.038472	II
II	16038502	36.073	Maternal	16.038502	II
II	16038514	36.073	Maternal	16.038514	II
II	16038518	36.073	Maternal	16.038518	II
II	16062312	36.073	Maternal	16.062312	II
II	16062327	36.073	Maternal	16.062327	II
II	16062387	36.073	Maternal	16.062387	II
II	16062417	36.073	Maternal	16.062417	II
II	16062441	36.367	Maternal	16.062441	II
II	16062579	36.514	Maternal	16.062579	II
II	16177350	36.514	Maternal	16.17735	II
II	16177361	36.514	Maternal	16.177361	II
II	16647268	36.514	Maternal	16.647268	II
II	16647281	36.514	Maternal	16.647281	II
II	16647328	36.514	Maternal	16.647328	II
II	16647552	36.661	Maternal	16.647552	II
II	16647575	36.661	Maternal	16.647575	II
II	16647584	36.661	Maternal	16.647584	II
II	16865972	36.661	Maternal	16.865972	II
II	16865989	36.661	Maternal	16.865989	II
II	16866014	36.808	Maternal	16.866014	II
II	16866022	36.808	Maternal	16.866022	II
II	16985919	36.954	Maternal	16.985919	II
II	16985946	36.954	Maternal	16.985946	II
II	16985958	36.954	Maternal	16.985958	II
II	16985967	36.954	Maternal	16.985967	II
II	16985995	36.954	Maternal	16.985995	II
II	17006162	37.101	Maternal	17.006162	II
II	17006164	37.101	Maternal	17.006164	II
II	17006176	37.101	Maternal	17.006176	II
II	17027805	37.101	Maternal	17.027805	II
II	17027834	37.101	Maternal	17.027834	II
II	17027837	37.101	Maternal	17.027837	II
II	17033388	37.101	Maternal	17.033388	II
II	17040837	37.248	Maternal	17.040837	II
II	17040958	37.248	Maternal	17.040958	II
II	17041003	37.248	Maternal	17.041003	II
II	17041012	37.248	Maternal	17.041012	II
II	17130913	37.248	Maternal	17.130913	II
II	17130918	37.248	Maternal	17.130918	II
II	17130922	37.248	Maternal	17.130922	II
II	17130936	37.395	Maternal	17.130936	II
II	17130988	37.395	Maternal	17.130988	II
II	17130991	37.395	Maternal	17.130991	II
II	17131031	37.395	Maternal	17.131031	II
II	17485897	37.395	Maternal	17.485897	II
II	17702436	38.134	Maternal	17.702436	II
II	17702456	38.134	Maternal	17.702456	II
II	17702461	38.134	Maternal	17.702461	II
II	17723028	38.134	Maternal	17.723028	II
II	17723040	38.134	Maternal	17.72304	II
II	17882210	38.428	Maternal	17.88221	II
II	17967225	38.574	Maternal	17.967225	II
II	18025544	38.869	Maternal	18.025544	II
II	18052397	39.459	Maternal	18.052397	II
II	18052400	39.459	Maternal	18.0524	II
II	18052427	39.459	Maternal	18.052427	II
II	18552221	40.346	Maternal	18.552221	II
II	18552223	40.346	Maternal	18.552223	II
II	18553066	40.346	Maternal	18.553066	II
II	18553076	40.346	Maternal	18.553076	II
II	18553117	40.346	Maternal	18.553117	II
II	18674748	40.64	Maternal	18.674748	II
II	18674755	40.64	Maternal	18.674755	II
II	18674774	40.64	Maternal	18.674774	II
II	18683205	40.64	Maternal	18.683205	II
II	18763833	40.64	Maternal	18.763833	II
II	18763911	40.787	Maternal	18.763911	II
II	18763916	40.787	Maternal	18.763916	II
II	18763917	40.787	Maternal	18.763917	II
II	18763920	40.787	Maternal	18.76392	II
II	18763960	40.787	Maternal	18.76396	II
II	18763989	40.787	Maternal	18.763989	II
II	18764047	41.824	Maternal	18.764047	II
II	18764062	41.824	Maternal	18.764062	II
II	18823679	41.824	Maternal	18.823679	II
II	18823682	41.824	Maternal	18.823682	II
II	18837420	41.971	Maternal	18.83742	II
II	18837454	41.971	Maternal	18.837454	II
II	18938211	42.118	Maternal	18.938211	II
II	18938212	42.118	Maternal	18.938212	II
II	19112327	42.412	Maternal	19.112327	II
II	19112348	42.412	Maternal	19.112348	II
II	19112372	42.706	Maternal	19.112372	II
II	19112388	42.706	Maternal	19.112388	II
II	19159279	43	Maternal	19.159279	II
II	19159303	43	Maternal	19.159303	II
II	19159309	43	Maternal	19.159309	II
II	19159312	43	Maternal	19.159312	II
II	19159331	43	Maternal	19.159331	II
II	19262027	43.442	Maternal	19.262027	II
II	19262041	43.442	Maternal	19.262041	II
II	19262042	43.442	Maternal	19.262042	II
II	19262063	43.442	Maternal	19.262063	II
II	19262109	43.442	Maternal	19.262109	II
II	19267492	43.442	Maternal	19.267492	II
II	19267528	43.442	Maternal	19.267528	II
II	19267538	43.442	Maternal	19.267538	II
II	19267540	43.442	Maternal	19.26754	II
II	19267545	43.442	Maternal	19.267545	II
II	19278395	43.442	Maternal	19.278395	II
II	19279348	43.442	Maternal	19.279348	II
II	19279359	43.442	Maternal	19.279359	II
II	19295544	43.442	Maternal	19.295544	II
II	19295546	43.442	Maternal	19.295546	II
II	19295555	43.442	Maternal	19.295555	II
II	19295575	43.442	Maternal	19.295575	II
II	19295649	43.442	Maternal	19.295649	II
II	19295662	43.442	Maternal	19.295662	II
II	19387092	43.589	Maternal	19.387092	II
II	19387110	43.589	Maternal	19.38711	II
II	19387131	43.589	Maternal	19.387131	II
II	19387149	43.589	Maternal	19.387149	II
II	19387173	43.736	Maternal	19.387173	II
II	19387174	43.736	Maternal	19.387174	II
II	19387179	43.736	Maternal	19.387179	II
II	19459437	43.736	Maternal	19.459437	II
II	19459442	43.736	Maternal	19.459442	II
II	19540411	43.883	Maternal	19.540411	II
II	19540420	43.883	Maternal	19.54042	II
II	19540423	43.883	Maternal	19.540423	II
II	19540468	43.883	Maternal	19.540468	II
II	19540474	43.883	Maternal	19.540474	II
II	19622812	44.029	Maternal	19.622812	II
II	19622846	44.029	Maternal	19.622846	II
II	19622995	44.029	Maternal	19.622995	II
II	19622998	44.029	Maternal	19.622998	II
II	19623002	44.029	Maternal	19.623002	II
II	19664938	44.176	Maternal	19.664938	II
II	19664953	44.176	Maternal	19.664953	II
II	19780417	44.323	Maternal	19.780417	II
II	19780419	44.323	Maternal	19.780419	II
II	19780439	44.323	Maternal	19.780439	II
II	19837096	48.928	Maternal	19.837096	II
II	19837098	48.928	Maternal	19.837098	II
II	19837122	49.126	Maternal	19.837122	II
II	19837145	49.126	Maternal	19.837145	II
II	19842716	49.126	Maternal	19.842716	II
III	28092	0	Maternal	0.028092	III
III	30157	0.293	Maternal	0.030157	III
III	31910	0.883	Maternal	0.03191	III
III	31948	0.883	Maternal	0.031948	III
III	32358	0.883	Maternal	0.032358	III
III	32373	0.883	Maternal	0.032373	III
III	69082	1.177	Maternal	0.069082	III
III	91602	2.065	Maternal	0.091602	III
III	91612	2.065	Maternal	0.091612	III
III	91618	2.065	Maternal	0.091618	III
III	91636	2.065	Maternal	0.091636	III
III	99906	4.314	Maternal	0.099906	III
III	104159	4.314	Maternal	0.104159	III
III	104171	4.314	Maternal	0.104171	III
III	130542	4.314	Maternal	0.130542	III
III	244338	4.461	Maternal	0.244338	III
III	244467	4.461	Maternal	0.244467	III
III	244485	4.461	Maternal	0.244485	III
III	244506	4.461	Maternal	0.244506	III
III	244697	4.461	Maternal	0.244697	III
III	244727	4.461	Maternal	0.244727	III
III	253061	4.461	Maternal	0.253061	III
III	253121	4.461	Maternal	0.253121	III
III	253161	4.755	Maternal	0.253161	III
III	263048	4.755	Maternal	0.263048	III
III	263065	4.755	Maternal	0.263065	III
III	263076	4.902	Maternal	0.263076	III
III	263086	5.049	Maternal	0.263086	III
III	263092	5.049	Maternal	0.263092	III
III	263093	5.049	Maternal	0.263093	III
III	263094	5.049	Maternal	0.263094	III
III	277133	5.639	Maternal	0.277133	III
III	284433	5.639	Maternal	0.284433	III
III	334743	5.639	Maternal	0.334743	III
III	372860	5.786	Maternal	0.37286	III
III	373279	5.786	Maternal	0.373279	III
III	373315	5.786	Maternal	0.373315	III
III	373381	6.08	Maternal	0.373381	III
III	373456	6.08	Maternal	0.373456	III
III	373471	6.08	Maternal	0.373471	III
III	373528	6.227	Maternal	0.373528	III
III	373561	6.521	Maternal	0.373561	III
III	484445	6.963	Maternal	0.484445	III
III	484451	6.963	Maternal	0.484451	III
III	484472	8	Maternal	0.484472	III
III	484528	8	Maternal	0.484528	III
III	631837	8.294	Maternal	0.631837	III
III	631852	8.294	Maternal	0.631852	III
III	771814	8.441	Maternal	0.771814	III
III	771832	8.441	Maternal	0.771832	III
III	824207	9.179	Maternal	0.824207	III
III	824239	9.179	Maternal	0.824239	III
III	864269	9.179	Maternal	0.864269	III
III	864272	9.179	Maternal	0.864272	III
III	864284	9.179	Maternal	0.864284	III
III	864287	9.179	Maternal	0.864287	III
III	864430	9.179	Maternal	0.86443	III
III	960000	9.326	Maternal	0.96	III
III	960051	9.326	Maternal	0.960051	III
III	972874	9.473	Maternal	0.972874	III
III	1035369	9.767	Maternal	1.035369	III
III	1035410	9.767	Maternal	1.03541	III
III	1074567	9.767	Maternal	1.074567	III
III	1094418	9.767	Maternal	1.094418	III
III	1159610	9.914	Maternal	1.15961	III
III	1159625	9.914	Maternal	1.159625	III
III	1159640	9.914	Maternal	1.15964	III
III	1162093	9.914	Maternal	1.162093	III
III	1162177	9.914	Maternal	1.162177	III
III	1162186	9.914	Maternal	1.162186	III
III	1164221	9.914	Maternal	1.164221	III
III	1164224	9.914	Maternal	1.164224	III
III	1164521	9.914	Maternal	1.164521	III
III	1164539	9.914	Maternal	1.164539	III
III	1164563	9.914	Maternal	1.164563	III
III	1164587	9.914	Maternal	1.164587	III
III	1177683	9.914	Maternal	1.177683	III
III	1177761	9.914	Maternal	1.177761	III
III	1177764	9.914	Maternal	1.177764	III
III	1213876	10.061	Maternal	1.213876	III
III	1213906	10.061	Maternal	1.213906	III
III	1336631	11.398	Maternal	1.336631	III
III	1336637	11.398	Maternal	1.336637	III
III	1470063	11.84	Maternal	1.470063	III
III	1603198	12.134	Maternal	1.603198	III
III	1603207	12.134	Maternal	1.603207	III
III	1610003	12.134	Maternal	1.610003	III
III	1653323	12.576	Maternal	1.653323	III
III	1653366	12.576	Maternal	1.653366	III
III	1653368	12.576	Maternal	1.653368	III
III	1724064	12.723	Maternal	1.724064	III
III	1724087	12.723	Maternal	1.724087	III
III	1724095	12.723	Maternal	1.724095	III
III	1724099	12.723	Maternal	1.724099	III
III	1724135	12.723	Maternal	1.724135	III
III	1785732	13.313	Maternal	1.785732	III
III	1785747	13.313	Maternal	1.785747	III
III	1785759	13.313	Maternal	1.785759	III
III	1785834	13.313	Maternal	1.785834	III
III	1785837	13.313	Maternal	1.785837	III
III	1843347	13.459	Maternal	1.843347	III
III	1857102	13.459	Maternal	1.857102	III
III	1858590	13.459	Maternal	1.85859	III
III	1858626	13.459	Maternal	1.858626	III
III	1858641	13.459	Maternal	1.858641	III
III	1917379	13.901	Maternal	1.917379	III
III	1940487	13.901	Maternal	1.940487	III
III	1979084	14.048	Maternal	1.979084	III
III	1979096	14.048	Maternal	1.979096	III
III	1979132	14.048	Maternal	1.979132	III
III	1988233	14.342	Maternal	1.988233	III
III	2000839	14.342	Maternal	2.000839	III
III	2098585	14.342	Maternal	2.098585	III
III	2161214	14.342	Maternal	2.161214	III
III	2161223	14.342	Maternal	2.161223	III
III	2191705	14.489	Maternal	2.191705	III
III	2271587	14.636	Maternal	2.271587	III
III	2371337	14.783	Maternal	2.371337	III
III	2392137	15.077	Maternal	2.392137	III
III	2392191	15.077	Maternal	2.392191	III
III	2392281	15.224	Maternal	2.392281	III
III	2392299	15.224	Maternal	2.392299	III
III	2480339	15.224	Maternal	2.480339	III
III	2760078	16.261	Maternal	2.760078	III
III	2773866	16.408	Maternal	2.773866	III
III	2773893	16.408	Maternal	2.773893	III
III	2773902	16.408	Maternal	2.773902	III
III	2773905	16.408	Maternal	2.773905	III
III	2773907	16.408	Maternal	2.773907	III
III	2773926	16.408	Maternal	2.773926	III
III	2989658	16.555	Maternal	2.989658	III
III	3002345	16.996	Maternal	3.002345	III
III	3002729	16.996	Maternal	3.002729	III
III	3002747	16.996	Maternal	3.002747	III
III	3002780	17.143	Maternal	3.00278	III
III	3009325	17.29	Maternal	3.009325	III
III	3009380	17.29	Maternal	3.00938	III
III	3054831	17.437	Maternal	3.054831	III
III	3180771	17.584	Maternal	3.180771	III
III	3180782	17.584	Maternal	3.180782	III
III	3180839	17.584	Maternal	3.180839	III
III	3180873	17.731	Maternal	3.180873	III
III	3180876	17.731	Maternal	3.180876	III
III	3182509	17.731	Maternal	3.182509	III
III	3217421	17.731	Maternal	3.217421	III
III	3217436	17.731	Maternal	3.217436	III
III	3221059	17.731	Maternal	3.221059	III
III	3221107	17.731	Maternal	3.221107	III
III	3221371	17.731	Maternal	3.221371	III
III	3221464	17.731	Maternal	3.221464	III
III	3221542	17.731	Maternal	3.221542	III
III	3221809	17.731	Maternal	3.221809	III
III	3221818	17.731	Maternal	3.221818	III
III	3221830	17.731	Maternal	3.22183	III
III	3221833	17.731	Maternal	3.221833	III
III	3221842	17.731	Maternal	3.221842	III
III	3223616	17.877	Maternal	3.223616	III
III	3223751	17.877	Maternal	3.223751	III
III	3226322	17.877	Maternal	3.226322	III
III	3226714	18.024	Maternal	3.226714	III
III	3228981	18.024	Maternal	3.228981	III
III	3229215	18.024	Maternal	3.229215	III
III	3229278	18.171	Maternal	3.229278	III
III	3229283	18.171	Maternal	3.229283	III
III	3291418	18.171	Maternal	3.291418	III
III	3291448	18.318	Maternal	3.291448	III
III	3291472	18.318	Maternal	3.291472	III
III	3291490	18.318	Maternal	3.29149	III
III	3291577	18.318	Maternal	3.291577	III
III	3292546	18.318	Maternal	3.292546	III
III	3292558	18.318	Maternal	3.292558	III
III	3309684	18.612	Maternal	3.309684	III
III	3309717	18.612	Maternal	3.309717	III
III	3309723	18.612	Maternal	3.309723	III
III	3309729	18.612	Maternal	3.309729	III
III	3309774	18.612	Maternal	3.309774	III
III	3311793	18.612	Maternal	3.311793	III
III	3311807	18.612	Maternal	3.311807	III
III	3368860	18.612	Maternal	3.36886	III
III	3381688	18.612	Maternal	3.381688	III
III	3381693	18.612	Maternal	3.381693	III
III	3381726	18.612	Maternal	3.381726	III
III	3381741	18.612	Maternal	3.381741	III
III	3492179	18.759	Maternal	3.492179	III
III	3492232	18.759	Maternal	3.492232	III
III	3492253	18.906	Maternal	3.492253	III
III	3619904	19.053	Maternal	3.619904	III
III	3619919	19.053	Maternal	3.619919	III
III	3640067	19.199	Maternal	3.640067	III
III	3640109	19.199	Maternal	3.640109	III
III	3689878	19.346	Maternal	3.689878	III
III	3699373	19.346	Maternal	3.699373	III
III	3699429	19.346	Maternal	3.699429	III
III	3699476	19.346	Maternal	3.699476	III
III	3726184	19.493	Maternal	3.726184	III
III	3733966	19.493	Maternal	3.733966	III
III	3734020	19.493	Maternal	3.73402	III
III	3777968	19.493	Maternal	3.777968	III
III	3782014	19.787	Maternal	3.782014	III
III	3782015	19.787	Maternal	3.782015	III
III	3817439	20.081	Maternal	3.817439	III
III	3817529	20.081	Maternal	3.817529	III
III	3817535	20.081	Maternal	3.817535	III
III	3886383	20.081	Maternal	3.886383	III
III	3890085	20.081	Maternal	3.890085	III
III	3890110	20.081	Maternal	3.89011	III
III	3929140	20.228	Maternal	3.92914	III
III	3945822	20.228	Maternal	3.945822	III
III	3945855	20.228	Maternal	3.945855	III
III	4226572	20.967	Maternal	4.226572	III
III	4226578	20.967	Maternal	4.226578	III
III	4226584	20.967	Maternal	4.226584	III
III	4226602	20.967	Maternal	4.226602	III
III	4226626	21.114	Maternal	4.226626	III
III	4227229	21.26	Maternal	4.227229	III
III	4245920	21.26	Maternal	4.24592	III
III	4245929	21.26	Maternal	4.245929	III
III	4245974	21.26	Maternal	4.245974	III
III	4257106	21.26	Maternal	4.257106	III
III	4257364	21.26	Maternal	4.257364	III
III	4257439	21.26	Maternal	4.257439	III
III	4257442	21.26	Maternal	4.257442	III
III	4257448	21.26	Maternal	4.257448	III
III	4257481	21.26	Maternal	4.257481	III
III	4257496	21.26	Maternal	4.257496	III
III	4260453	21.26	Maternal	4.260453	III
III	4261856	21.26	Maternal	4.261856	III
III	4261863	21.26	Maternal	4.261863	III
III	4261864	21.26	Maternal	4.261864	III
III	4261876	21.26	Maternal	4.261876	III
III	4261878	21.26	Maternal	4.261878	III
III	4261918	21.555	Maternal	4.261918	III
III	4261919	21.555	Maternal	4.261919	III
III	4287010	21.996	Maternal	4.28701	III
III	4287011	21.996	Maternal	4.287011	III
III	4287022	21.996	Maternal	4.287022	III
III	4287025	21.996	Maternal	4.287025	III
III	4287026	21.996	Maternal	4.287026	III
III	4287029	21.996	Maternal	4.287029	III
III	4287049	21.996	Maternal	4.287049	III
III	4287050	21.996	Maternal	4.28705	III
III	4287051	21.996	Maternal	4.287051	III
III	4287067	21.996	Maternal	4.287067	III
III	4287074	21.996	Maternal	4.287074	III
III	4287082	21.996	Maternal	4.287082	III
III	4452403	22.143	Maternal	4.452403	III
III	4452404	22.143	Maternal	4.452404	III
III	4483292	22.143	Maternal	4.483292	III
III	4483336	22.29	Maternal	4.483336	III
III	4483373	22.437	Maternal	4.483373	III
III	4512512	22.437	Maternal	4.512512	III
III	4559747	22.437	Maternal	4.559747	III
III	4559750	22.437	Maternal	4.55975	III
III	4559754	22.437	Maternal	4.559754	III
III	4559756	22.437	Maternal	4.559756	III
III	4559762	22.437	Maternal	4.559762	III
III	4559769	22.437	Maternal	4.559769	III
III	4559771	22.437	Maternal	4.559771	III
III	4559774	22.437	Maternal	4.559774	III
III	4562237	23.027	Maternal	4.562237	III
III	4562246	23.174	Maternal	4.562246	III
III	4577921	23.468	Maternal	4.577921	III
III	4577923	23.468	Maternal	4.577923	III
III	4577945	23.468	Maternal	4.577945	III
III	4577948	23.468	Maternal	4.577948	III
III	4583684	23.615	Maternal	4.583684	III
III	4583702	23.615	Maternal	4.583702	III
III	4583710	23.615	Maternal	4.58371	III
III	4583742	23.615	Maternal	4.583742	III
III	4583750	23.615	Maternal	4.58375	III
III	4583813	23.615	Maternal	4.583813	III
III	4583840	23.615	Maternal	4.58384	III
III	4583993	23.615	Maternal	4.583993	III
III	4584359	23.615	Maternal	4.584359	III
III	4584371	23.615	Maternal	4.584371	III
III	4590877	23.615	Maternal	4.590877	III
III	4617577	23.615	Maternal	4.617577	III
III	4617778	23.615	Maternal	4.617778	III
III	4617785	23.615	Maternal	4.617785	III
III	4650566	23.615	Maternal	4.650566	III
III	4650593	23.615	Maternal	4.650593	III
III	4654892	23.615	Maternal	4.654892	III
III	4654926	23.615	Maternal	4.654926	III
III	4655873	23.615	Maternal	4.655873	III
III	4655960	23.615	Maternal	4.65596	III
III	4656051	23.615	Maternal	4.656051	III
III	4656113	23.615	Maternal	4.656113	III
III	4656142	23.615	Maternal	4.656142	III
III	4657428	23.615	Maternal	4.657428	III
III	4741402	23.909	Maternal	4.741402	III
III	4741665	23.909	Maternal	4.741665	III
III	4764321	23.909	Maternal	4.764321	III
III	4764328	23.909	Maternal	4.764328	III
III	4764345	23.909	Maternal	4.764345	III
III	4764349	23.909	Maternal	4.764349	III
III	4764353	23.909	Maternal	4.764353	III
III	4764371	23.909	Maternal	4.764371	III
III	4764380	23.909	Maternal	4.76438	III
III	4849797	23.909	Maternal	4.849797	III
III	4883209	24.056	Maternal	4.883209	III
III	4928132	24.35	Maternal	4.928132	III
III	4980588	24.497	Maternal	4.980588	III
III	4980598	24.497	Maternal	4.980598	III
III	4980612	24.497	Maternal	4.980612	III
III	4980615	24.497	Maternal	4.980615	III
III	4980626	24.497	Maternal	4.980626	III
III	4980641	24.497	Maternal	4.980641	III
III	4980644	24.497	Maternal	4.980644	III
III	4980666	24.497	Maternal	4.980666	III
III	4980678	24.497	Maternal	4.980678	III
III	4980718	24.497	Maternal	4.980718	III
III	4988474	24.497	Maternal	4.988474	III
III	4988925	24.497	Maternal	4.988925	III
III	4988929	24.497	Maternal	4.988929	III
III	4988943	24.497	Maternal	4.988943	III
III	5017917	24.497	Maternal	5.017917	III
III	5017963	24.497	Maternal	5.017963	III
III	5017988	24.497	Maternal	5.017988	III
III	5018004	24.497	Maternal	5.018004	III
III	5018006	24.497	Maternal	5.018006	III
III	5018007	24.497	Maternal	5.018007	III
III	5018021	24.497	Maternal	5.018021	III
III	5018067	24.497	Maternal	5.018067	III
III	5018196	24.497	Maternal	5.018196	III
III	5018214	24.497	Maternal	5.018214	III
III	5018229	24.497	Maternal	5.018229	III
III	5018244	24.497	Maternal	5.018244	III
III	5018250	24.497	Maternal	5.01825	III
III	5018253	24.497	Maternal	5.018253	III
III	5023426	24.497	Maternal	5.023426	III
III	5023463	24.497	Maternal	5.023463	III
III	5023472	24.497	Maternal	5.023472	III
III	5023478	24.497	Maternal	5.023478	III
III	5023500	24.497	Maternal	5.0235	III
III	5023501	24.497	Maternal	5.023501	III
III	5025641	24.497	Maternal	5.025641	III
III	5025731	24.497	Maternal	5.025731	III
III	5025739	24.497	Maternal	5.025739	III
III	5025815	24.497	Maternal	5.025815	III
III	5025851	24.497	Maternal	5.025851	III
III	5025866	24.497	Maternal	5.025866	III
III	5025888	24.497	Maternal	5.025888	III
III	5025889	24.497	Maternal	5.025889	III
III	5025890	24.497	Maternal	5.02589	III
III	5026286	24.497	Maternal	5.026286	III
III	5026298	24.497	Maternal	5.026298	III
III	5026306	24.497	Maternal	5.026306	III
III	5028054	24.643	Maternal	5.028054	III
III	5032003	24.643	Maternal	5.032003	III
III	5032056	24.643	Maternal	5.032056	III
III	5032067	24.643	Maternal	5.032067	III
III	5032086	24.643	Maternal	5.032086	III
III	5032119	24.79	Maternal	5.032119	III
III	5032131	24.79	Maternal	5.032131	III
III	5032374	24.937	Maternal	5.032374	III
III	5032397	24.937	Maternal	5.032397	III
III	5032437	24.937	Maternal	5.032437	III
III	5035337	25.084	Maternal	5.035337	III
III	5035655	25.084	Maternal	5.035655	III
III	5044035	25.084	Maternal	5.044035	III
