CHR	pos	chr	genetic
III	13929826	3	627190.196694117
III	13936691	3	627190.196694167
III	13942925	3	627190.196694217
III	13954117	3	627190.708880938
III	13957136	3	627190.708880988
III	13957137	3	627190.708881038
III	13972045	3	627190.708881088
III	13974895	3	627190.708881138
III	13985764	3	627190.708881188
III	13986585	3	627191.222836456
III	13990476	3	627191.518120598
III	13990641	3	627191.518120648
III	13994534	3	627191.814493534
III	14059902	3	627191.814493584
III	14121799	3	627191.814493634
III	14125042	3	627191.814493684
III	14202997	3	627191.814493734
III	14209739	3	627191.814493784
III	14229146	3	627191.814493834
III	14250994	3	627191.814493884
III	14311848	3	627191.814493934
III	14317719	3	627191.814493984
III	14362395	3	627191.814494034
III	14463565	3	627191.814494084
III	14596468	3	627191.814494134
III	14612192	3	627192.074128056
IV	170366	4	46475.3246565159
IV	189707	4	46475.3246565659
IV	214228	4	46475.3246566159
IV	236389	4	46475.3246566659
IV	240477	4	46475.3246567159
IV	245888	4	46475.3246567659
IV	406414	4	46475.3246568159
IV	411139	4	46475.3246568659
IV	418829	4	46475.3246569159
IV	421498	4	46475.3246569659
IV	508943	4	46475.3246570159
IV	511411	4	46475.3246570659
IV	588566	4	46475.3246571159
IV	620595	4	46475.3246571659
IV	645592	4	46475.3246572159
IV	658298	4	46475.3246572659
IV	673102	4	46475.3246573159
IV	702022	4	46475.3246573659
IV	721296	4	46475.8374825743
IV	735546	4	46475.8374826243
IV	775043	4	46475.8374826743
IV	781327	4	46475.8374827243
IV	844079	4	46475.8374827743
IV	852279	4	46475.8374828243
IV	870468	4	46475.8374828743
IV	875173	4	46476.1338554298
IV	876312	4	46476.1338554798
IV	932470	4	46476.429126083
IV	1020384	4	46476.9431248348
IV	1029246	4	46477.4560195618
IV	1034443	4	46477.9682223586
IV	1038416	4	46477.9682224086
IV	1043400	4	46477.9682224586
IV	1058795	4	46478.4804155748
IV	1062803	4	46478.4804156248
IV	1076802	4	46478.4804156748
IV	1098320	4	46478.4804157248
IV	1125861	4	46478.4804157748
IV	1129060	4	46478.4804158248
IV	1133215	4	46478.4804158748
IV	1198859	4	46478.4804159248
IV	1220108	4	46478.9932952909
IV	1220940	4	46478.9932953409
IV	1319755	4	46479.506174708
IV	1326074	4	46479.506174758
IV	1339404	4	46479.506174808
IV	1340919	4	46479.506174858
IV	1342054	4	46479.506174908
IV	1344069	4	46479.506174958
IV	1345284	4	46479.506175008
IV	1349094	4	46479.506175058
IV	1356066	4	46479.506175108
IV	1415347	4	46479.506175158
IV	1486854	4	46480.0190001699
IV	1492448	4	46480.0190002199
IV	1502215	4	46480.0190002699
IV	1508841	4	46480.0190003199
IV	1602695	4	46480.0190003699
IV	1627523	4	46480.0190004199
IV	1638351	4	46480.0190004699
IV	1665588	4	46480.0190005199
IV	1671569	4	46480.0190005699
IV	1684156	4	46480.0190006199
IV	1696743	4	46480.0190006699
IV	1802021	4	46480.0190007199
IV	1805270	4	46480.0190007699
IV	1861128	4	46480.0190008199
IV	1878421	4	46480.5318261037
IV	1888727	4	46480.5318261537
IV	1922589	4	46480.5318262037
IV	2001023	4	46481.0446517588
IV	2006801	4	46481.0446518088
IV	2016932	4	46481.0446518588
IV	2040537	4	46481.5574900953
IV	2274716	4	46482.0714828668
IV	2274750	4	46482.3705578489
IV	2275572	4	46482.3705578989
IV	2515596	4	46482.6696461873
IV	2518605	4	46483.1835858511
IV	2519624	4	46483.1835859011
IV	2684248	4	46483.1835859511
IV	2862360	4	46483.6937249157
IV	2930254	4	46484.7411782129
IV	3015782	4	46485.2513564498
IV	3018603	4	46485.7642347309
IV	3090885	4	46486.2771295012
IV	3093306	4	46486.7893355514
IV	3158807	4	46486.7893356014
IV	3165799	4	46486.7893356514
IV	3166412	4	46487.3015386627
IV	3166855	4	46487.8144351635
IV	3166866	4	46488.3272721136
IV	3166947	4	46488.780410997
IV	3168194	4	46489.3115740694
IV	3172894	4	46490.25566193
IV	3176958	4	46490.7689536561
IV	3225356	4	46490.7689537061
IV	3230153	4	46490.7689537561
IV	3293453	4	46491.2194772712
IV	3299846	4	46491.7326988198
IV	3313316	4	46492.2455501061
IV	3331576	4	46492.2455501561
IV	3344687	4	46492.2455502061
IV	3362426	4	46492.2455502561
IV	3365608	4	46492.2455503061
IV	3393654	4	46492.2455503561
IV	3460720	4	46492.2455504061
IV	3490702	4	46492.2455504561
IV	3497643	4	46492.2455505061
IV	3543365	4	46492.2455505561
IV	3547967	4	46492.7583590032
IV	3610845	4	46492.7583590532
IV	3614232	4	46492.7583591032
IV	3620757	4	46492.7583591532
IV	3708253	4	46492.7583592032
IV	4171425	4	46493.2711845513
IV	4174945	4	46493.2711846013
IV	4318973	4	46493.2711846513
IV	4515624	4	46493.7840229445
IV	4728884	4	46494.2969275807
IV	4781855	4	46494.80982086
IV	4820159	4	46494.80982091
IV	5315589	4	46495.3227276116
IV	5648905	4	46495.8355789806
IV	5649507	4	46495.8355790306
IV	5853954	4	46495.8355790806
IV	6127335	4	46496.3485006428
IV	6129615	4	46496.3485006928
IV	6434090	4	46497.3903329573
IV	6435187	4	46497.3903330073
IV	6479158	4	46497.3903330573
IV	6598832	4	46497.9031584826
IV	6612278	4	46497.9031585326
IV	6660241	4	46497.9031585826
IV	6663128	4	46497.9031586326
IV	8927604	4	46497.9031586826
IV	10519689	4	46498.4160101888
IV	10576253	4	46498.9288616278
IV	10578651	4	46498.9288616778
IV	11455843	4	46498.9288617278
IV	11462477	4	46498.9288617778
IV	11555462	4	46498.9288618278
IV	11559971	4	46498.9288618778
IV	11761109	4	46498.9288619278
IV	11834499	4	46499.441686936
IV	11855155	4	46499.441686986
IV	11862871	4	46499.441687036
IV	12064231	4	46499.441687086
IV	12068161	4	46499.441687136
IV	12148961	4	46499.441687186
IV	12202076	4	46499.441687236
IV	12250089	4	46499.9545520475
IV	12260381	4	46500.4647699507
IV	12268218	4	46500.4647700007
IV	12296102	4	46500.4647700507
IV	12346536	4	46500.4647701007
IV	12352227	4	46500.4647701507
IV	12359610	4	46500.9802122671
IV	12361610	4	46500.9802123171
IV	12362542	4	46500.9802123671
IV	12407127	4	46500.9802124171
IV	12409447	4	46500.9802124671
IV	12500937	4	46501.4904166607
IV	12514116	4	46502.0033360508
IV	12522109	4	46502.0033361008
IV	12546627	4	46502.0033361508
IV	12548160	4	46502.0033362007
IV	12587410	4	46502.0033362507
IV	12590418	4	46502.0033363007
IV	12657630	4	46502.0033363507
IV	12660357	4	46502.0033364007
IV	12737066	4	46502.0033364507
IV	12779502	4	46502.0033365007
IV	12922988	4	46502.5188731394
IV	12926810	4	46503.0317509969
IV	13063368	4	46503.5446425566
IV	13203683	4	46504.0574808505
IV	13205248	4	46504.0574809005
IV	13300419	4	46504.0574809505
IV	13350514	4	46504.5703065067
IV	13354693	4	46504.5703065567
IV	13363536	4	46504.5703066067
IV	13399858	4	46505.0831450433
IV	13620325	4	46505.5933644022
IV	13727008	4	46506.6379071289
IV	13733839	4	46506.6379071789
IV	13796124	4	46506.6379072289
IV	13798259	4	46506.6379072789
IV	13819770	4	46506.6379073289
IV	13820680	4	46506.6379073789
IV	13824302	4	46506.6379074289
IV	13859833	4	46507.1507454462
IV	13879336	4	46507.6636371518
IV	13905181	4	46508.1738154566
IV	13938630	4	46509.2212551066
IV	13944204	4	46509.731394075
IV	13966565	4	46509.731394125
IV	13995149	4	46509.731394175
IV	14098429	4	46510.7759511125
IV	14104574	4	46511.2861569785
IV	14143923	4	46511.7990352584
IV	14145301	4	46512.3119268181
IV	14210128	4	46512.8247651131
IV	14210567	4	46512.8247651631
IV	14238280	4	46512.8247652131
IV	14312552	4	46513.3376035081
IV	14374829	4	46513.8504950678
IV	14406332	4	46514.3633731462
IV	14429624	4	46514.8773524965
IV	14431671	4	46515.1764272857
IV	14435730	4	46515.1764273357
IV	14675212	4	46515.4755021256
IV	14797334	4	46515.9894814751
IV	14834467	4	46516.5023761883
IV	14844219	4	46517.0145819605
IV	14845046	4	46517.0145820105
IV	14855373	4	46517.0145820605
IV	14880352	4	46517.0145821105
IV	14912039	4	46517.0145821605
IV	14939508	4	46517.5267877325
IV	14946870	4	46518.039695926
IV	14950410	4	46518.5525345596
IV	14965512	4	46518.5525346096
IV	15001527	4	46518.5525346596
IV	15006155	4	46518.5525347096
IV	15034875	4	46518.5525347596
IV	15036925	4	46518.5525348096
IV	15048680	4	46518.5525348596
IV	15077162	4	46519.0654277041
IV	15098397	4	46519.0654277541
IV	15114249	4	46519.578345012
IV	15119942	4	46519.578345062
IV	15127744	4	46519.8780694926
IV	15187583	4	46520.3941540688
IV	15191016	4	46520.4846047757
IV	15200405	4	46521.000666943
IV	15212364	4	46521.3023543145
IV	15212365	4	46521.8162734369
IV	15220388	4	46521.8162734869
IV	15249039	4	46521.8162735369
IV	15255592	4	46521.8162735869
IV	15279823	4	46521.8162736369
IV	15309128	4	46521.8162736869
IV	15325894	4	46522.8605011173
IV	15328573	4	46523.3706688769
IV	15331085	4	46523.3706689269
IV	15344604	4	46523.3706689769
IV	15348176	4	46523.3706690269
IV	15350536	4	46523.3706690769
IV	15448639	4	46523.8834940877
IV	15480432	4	46523.8834941377
IV	15480433	4	46523.8834941877
IV	15492390	4	46523.8834942377
IV	15508518	4	46523.8834942877
IV	15520301	4	46523.8834943377
IV	15646733	4	46524.925439881
IV	15647824	4	46524.925439931
IV	15647997	4	46525.4378672516
IV	15649003	4	46525.9507726332
IV	15650015	4	46525.9507726832
IV	15650215	4	46526.4630340675
IV	15680308	4	46526.9759285061
IV	15684471	4	46527.4888034705
IV	15692164	4	46528.0016815647
IV	15695901	4	46528.515679791
IV	15700177	4	46528.8110536043
IV	15707227	4	46528.8110536543
IV	15708932	4	46529.107554707
IV	15738254	4	46529.107554757
IV	15752717	4	46529.6204171202
IV	15754734	4	46529.6204171702
IV	15777697	4	46529.6204172202
IV	15781961	4	46530.1332429325
IV	15787837	4	46530.1332429825
IV	15803995	4	46530.1332430325
IV	15821234	4	46530.6460683827
IV	15856883	4	46530.6460684327
IV	15872815	4	46530.6460684827
IV	15926643	4	46530.6460685327
IV	15998259	4	46531.1589333958
IV	16024748	4	46531.6691413354
IV	16090760	4	46531.6691413854
IV	16098428	4	46531.6691414354
IV	16100826	4	46532.1845836958
IV	16103775	4	46532.1845837458
IV	16118311	4	46532.1845837958
IV	16124847	4	46532.6974223466
IV	16140783	4	46532.6974223966
IV	16165270	4	46532.6974224466
IV	16175943	4	46532.9938510732
IV	16178564	4	46532.9938511232
IV	16201242	4	46533.2917884923
IV	16208917	4	46533.2917885423
IV	16209993	4	46533.5927201131
IV	16210483	4	46534.0447980911
IV	16215717	4	46534.346369047
IV	16223036	4	46534.346369097
IV	16251440	4	46534.346369147
IV	16259001	4	46535.260874213
IV	16268189	4	46535.260874263
IV	16281933	4	46535.260874313
IV	16306381	4	46535.5664514574
IV	16310703	4	46535.808238402
IV	16321813	4	46536.1128970173
IV	16321886	4	46536.4150001364
IV	16339847	4	46536.4150001864
IV	16346939	4	46536.4150002364
IV	16349754	4	46536.7101410255
IV	16349897	4	46537.2260781674
IV	16353857	4	46537.2260810662
IV	16359724	4	46537.2260811162
IV	16362354	4	46537.304985416
IV	16364416	4	46537.8205231011
IV	16364417	4	46538.1162917991
IV	16365347	4	46538.1162918491
IV	16366490	4	46538.6272045222
IV	16390958	4	46538.6272045722
IV	16396765	4	46538.6272046222
IV	16399217	4	46538.6272046722
IV	16419282	4	46538.6272047222
IV	16441976	4	46538.6272047722
IV	16444605	4	46538.6272048222
IV	16447679	4	46538.6272048722
IV	16453016	4	46538.6272049222
IV	16496993	4	46538.6272049722
IV	16560775	4	46538.6272050222
IV	16576675	4	46538.6272050722
IV	16607287	4	46538.6272051222
IV	16656670	4	46538.6272051722
IV	16736498	4	46538.6272052222
IV	16745392	4	46538.6272052722
IV	16818082	4	46538.6272053222
IV	16925811	4	46538.6272053722
IV	16952167	4	46538.6272054222
IV	17075720	4	46538.6272054722
V	75488	5	274.530875538029
V	378585	5	274.790508223268
V	382991	5	274.790508273268
V	468664	5	274.790508323268
V	577646	5	275.300799453801
V	683886	5	276.317673894103
V	686033	5	276.872431874972
V	966546	5	277.934275455144
V	967464	5	277.934275505144
V	1041157	5	277.934275555144
V	1168610	5	278.449729202066
V	1189144	5	278.449729252066
V	1199791	5	278.449729302066
V	1206393	5	278.449729352066
V	1215978	5	278.449729402066
V	1315304	5	278.749600507869
V	1382885	5	279.264606914159
V	1405752	5	279.566033329828
V	1459165	5	280.080000834245
V	1463361	5	280.592844706869
V	1513237	5	280.592844756869
V	1521647	5	280.884910810756
V	1524777	5	280.884910860756
V	1529502	5	280.884910910756
V	1569588	5	280.884910960756
V	1586274	5	280.884911010756
V	1763601	5	280.884911060756
V	1764048	5	281.176982712804
V	1773379	5	281.176982762804
V	1785321	5	281.176982812804
V	1788582	5	281.176982862804
V	1827298	5	281.176982912804
V	1827649	5	281.176982962804
V	1853757	5	281.176983012804
V	1868918	5	281.176983062804
V	1890813	5	281.176983112804
V	1914529	5	281.176983162804
V	1918741	5	281.176983212804
V	1924225	5	281.176983262804
V	1946140	5	281.689173233066
V	1951280	5	281.689173283065
V	1957090	5	281.689173333066
V	1968676	5	282.200747144685
V	1983306	5	282.714704134006
V	1985080	5	283.019445057441
V	1987285	5	283.533130117091
V	1998743	5	283.837871048308
V	2068266	5	284.352913248553
V	2071707	5	284.651246732949
V	2079301	5	284.651246782949
V	2107068	5	284.651246832949
V	2114968	5	284.651246882949
V	2121578	5	284.651246932949
V	2122566	5	284.651246982949
V	2129894	5	284.651247032949
V	2137356	5	284.651247082949
V	2157103	5	284.651247132949
V	2158511	5	284.651247182949
V	2170419	5	284.651247232949
V	2172054	5	284.651247282949
V	2235071	5	284.950220866928
V	2236355	5	285.463528912102
V	2237712	5	285.463528962102
V	2239123	5	285.463529012102
V	2669079	5	285.975748773228
V	2681312	5	286.488603696322
V	2686204	5	286.488603746322
V	2697531	5	286.488603796322
V	2698857	5	286.488603846322
V	2726166	5	286.488603896322
V	2728924	5	286.488603946322
V	2755756	5	286.488603996322
V	2805046	5	287.002562198679
V	2805896	5	287.297960814967
V	2807224	5	287.297960864967
V	2843309	5	287.594447627693
V	2845862	5	287.594447677693
V	2936483	5	287.594447727693
V	2938567	5	287.594447777693
V	2962135	5	287.594447827693
V	2963363	5	287.594447877693
V	3092739	5	287.594447927693
V	3111172	5	288.109890012105
V	3147254	5	288.109890062105
V	3188786	5	288.109890112105
V	3218278	5	288.109890162105
V	3324111	5	288.109890212105
V	3340822	5	288.619468874854
V	3370021	5	289.133452670808
V	3371098	5	289.434920601182
V	3371485	5	289.949267879804
V	3375593	5	290.251785721605
V	3392367	5	290.251785771605
V	3414366	5	290.251785821605
V	3423861	5	290.251785871605
V	3471504	5	290.251785921605
V	3475942	5	290.76463961347
V	3476498	5	291.233265681145
V	3477467	5	292.207032049779
V	3478219	5	293.758930562028
V	3478826	5	294.200567347745
V	3483153	5	294.713463723668
V	3545948	5	295.226092635547
V	3554702	5	295.226092685547
V	3559882	5	295.226092735547
V	3563433	5	295.226092785547
V	3579907	5	295.226092835547
V	3592516	5	295.226092885547
V	3609243	5	295.226092935547
V	3614565	5	295.226092985547
V	3625909	5	295.226093035547
V	3634487	5	295.226093085547
V	3707937	5	295.226093135547
V	3732165	5	295.226093185547
V	3740270	5	295.226093235547
V	3742846	5	295.226093285547
V	3970309	5	295.226093335547
V	3984442	5	295.226093385547
V	3993305	5	295.226093435547
V	4011983	5	295.226093485547
V	4018823	5	295.226093535547
V	4020830	5	295.226093585547
V	4022031	5	295.226093635547
V	4032049	5	295.226093685547
V	4033492	5	295.226093735547
V	4044691	5	296.267476734428
V	4044823	5	296.267476784428
V	4044838	5	296.267476834428
V	4045522	5	296.777542528806
V	4045886	5	297.779753123793
V	4046266	5	297.779753173793
V	4049169	5	299.326926485107
V	4049702	5	300.29821411455
V	4049994	5	300.29821416455
V	4090857	5	301.272326297421
V	4097227	5	301.272326347421
V	4110565	5	301.272326397421
V	4111869	5	301.272326447421
V	4147741	5	301.272326497421
V	4155601	5	301.785151489294
V	4161164	5	301.785151539294
V	4193293	5	301.785151589294
V	4200669	5	301.785151639294
V	4202830	5	301.785151689294
V	4204225	5	302.29797683674
V	4209992	5	302.29797688674
V	4213915	5	302.29797693674
V	4239560	5	302.29797698674
V	4254330	5	302.29797703674
V	4254492	5	302.590176069185
V	4254731	5	302.590176119185
V	4292609	5	302.882374936816
V	4332345	5	302.882374986816
V	4334042	5	303.178652377665
V	4344638	5	303.178652427665
V	4349041	5	303.178652523506
V	4363387	5	303.178652573506
V	4365281	5	303.178652630235
V	4411491	5	303.178652680235
V	4436285	5	303.178652730235
V	4505582	5	303.178652780235
V	4507406	5	303.178652830235
V	4510835	5	303.178652880235
V	4511756	5	303.178652930235
V	4513979	5	303.178652980235
V	4528806	5	303.178653035451
V	4580140	5	303.178653085451
V	4586455	5	303.178653175386
V	4606167	5	303.178653225386
V	4611415	5	303.178653792339
V	4615173	5	303.178653842339
V	4650182	5	303.473842932585
V	4689211	5	303.987801965398
V	4715490	5	303.987802015398
V	4719053	5	303.987802065398
V	4731626	5	303.987802115398
V	4801518	5	303.987802165398
V	4815258	5	303.987802215398
V	4816858	5	303.987802265398
V	4835547	5	303.987802315398
V	4836932	5	303.987802365398
V	4846927	5	303.987802415398
V	4849529	5	303.987802465398
V	4856634	5	303.987802515398
V	4868893	5	304.288781689323
V	4870135	5	304.73705234171
V	4870794	5	305.038405235551
V	4882145	5	305.038405285552
V	4884938	5	305.038405335551
V	4887336	5	306.01059261966
V	4890612	5	306.01059266966
V	4901440	5	306.01059271966
V	4909175	5	306.01059276966
V	4911211	5	306.01059281966
V	4912563	5	306.313826452281
V	4912621	5	306.620667935601
V	4912681	5	306.924177378238
V	4915504	5	307.231025089272
V	4915595	5	307.533574455951
V	4915999	5	308.047924606473
V	4919734	5	308.350481065858
V	4929098	5	308.350481115858
V	4932794	5	308.350481165858
V	4939860	5	308.350481215858
V	4948152	5	308.350481265858
V	4951670	5	308.863023591539
V	4954729	5	309.37523994725
V	4954906	5	309.88544912533
V	4957291	5	310.930016088463
V	4996609	5	310.930016138463
V	5012874	5	310.930016188463
V	5053742	5	310.930016238463
V	5067834	5	310.930016288463
V	5071875	5	310.930016338463
V	5082791	5	310.930016388463
V	5139116	5	310.930016438463
V	5151527	5	310.930016488463
V	5172803	5	310.930016538462
V	5173394	5	311.223103470158
V	5173551	5	311.223103520158
V	5201973	5	311.516173302977
V	5213702	5	311.516173352977
V	5220308	5	312.490701344673
V	5221004	5	312.490701394673
V	5221078	5	313.468443283551
V	5246657	5	313.765080182475
V	5266033	5	313.765080232475
V	5312874	5	313.765080282475
V	5341446	5	313.765080332475
V	5346962	5	313.765080382475
V	5364199	5	313.765080432475
V	5379702	5	313.765080482475
V	5401573	5	313.765080532475
V	5407330	5	313.765080582475
V	5434881	5	313.765080632475
V	5451569	5	314.065094949822
V	5451987	5	314.367667718777
V	5452987	5	314.882660267813
V	5488499	5	315.185190428084
V	5509312	5	315.185190478084
V	5530344	5	315.185190528084
V	5563889	5	315.185190578084
V	5581300	5	315.185190628084
V	5587057	5	315.698083305231
V	5654088	5	315.69808335523
V	5662102	5	316.210976033105
V	5695789	5	316.210976083105
V	5695790	5	316.210976133105
V	5722514	5	316.210976183105
V	5779535	5	316.723774852102
V	5830230	5	316.723774902102
V	5865266	5	316.723774952102
V	5876156	5	316.723775002102
V	5884681	5	316.723775052102
V	5888865	5	316.723775102102
V	5893877	5	316.723775152102
V	6014593	5	316.723775202102
V	6019404	5	316.723775252102
V	6030463	5	316.723775302102
V	6034970	5	316.723775352102
V	6038369	5	316.723775402102
V	6368989	5	317.236600415276
V	6401331	5	317.236600465276
V	6415947	5	317.236600515276
V	6495040	5	317.236600565276
V	6499564	5	317.236600615276
V	6513632	5	317.236600665276
V	6527705	5	317.236600715276
V	6747875	5	317.236600765276
V	6757275	5	317.236600815276
V	6844830	5	317.236600865276
V	6847575	5	317.236600915276
V	6854684	5	317.236600965276
V	6856949	5	317.236601015276
V	6857236	5	317.236601065276
V	6858080	5	317.236601115276
V	6893567	5	317.236601165276
V	6897084	5	317.236601215276
V	6923750	5	317.236601265276
V	6930540	5	317.236601315276
V	6945754	5	317.236601365276
V	6948314	5	317.236601415276
V	7155017	5	317.236601465276
V	7166874	5	317.236601515276
V	7169957	5	317.236601565276
V	7209242	5	317.236601615276
V	7217036	5	317.236601665276
V	7289282	5	317.236601715276
V	7395282	5	317.236601765276
V	7411826	5	317.236601815276
V	7491015	5	317.749426978735
V	7510302	5	317.749427028735
V	7591312	5	317.749427078735
V	7597004	5	317.749427128735
V	7600282	5	317.749427178735
V	7603100	5	317.749427228735
V	7625779	5	317.749427278735
V	7625901	5	318.041604272194
V	7626211	5	318.041604322194
V	7654724	5	318.333781316257
V	7655854	5	318.333781366257
V	7659683	5	318.333781416257
V	7664412	5	318.333781466257
V	7722263	5	318.333781516257
V	7771645	5	318.846606683946
V	7789218	5	318.846606733946
V	7802049	5	318.846606783946
V	7807636	5	318.846606833946
V	7822312	5	318.846606883946
V	7896670	5	318.846606933946
V	7915038	5	318.846606983946
V	7927685	5	318.846607033946
V	7935403	5	318.846607083946
V	7969296	5	318.846607133946
V	7969734	5	318.846607183946
V	8190026	5	318.846607233946
V	8218441	5	318.846607283946
V	8348897	5	318.846607333946
V	8363228	5	318.846607383946
V	8615334	5	318.846607433946
V	8676331	5	318.846607483946
V	8953507	5	318.846607533946
V	8986557	5	318.846607583946
V	8998503	5	318.846607633946
V	9023691	5	318.846607683946
V	9124571	5	318.846607733946
V	9131581	5	318.846607783946
V	9173884	5	318.846607833946
V	9713649	5	319.359433181387
V	9719570	5	319.359433231387
V	9801101	5	319.359433281387
V	9898986	5	319.872271575284
V	10508401	5	320.385163134615
V	11129344	5	320.898054629266
V	11129345	5	321.410892648292
V	12076502	5	321.410892698292
V	12106923	5	321.410892748292
V	12576491	5	321.410892798292
V	13190816	5	321.92373081699
V	13365458	5	322.436622377841
V	13856833	5	322.949513938227
V	14101653	5	323.462351957155
V	14108353	5	323.462352007155
V	14255063	5	323.462352057155
V	14294102	5	323.462352107155
V	14296714	5	323.462352157155
V	14334690	5	323.462352207155
V	14339960	5	323.462352257155
V	14436784	5	323.462352307155
V	14468915	5	323.975190325457
V	14608454	5	324.488095031801
V	14656482	5	325.000987837307
V	14749406	5	325.000987887307
V	14753951	5	325.000987937307
V	14823979	5	325.000987987307
V	15005190	5	325.513865935572
V	15026996	5	325.513865985572
V	15645206	5	325.513866035572
V	15647216	5	325.513866085572
V	15652846	5	326.558407196793
V	15654462	5	327.068627010257
V	15656724	5	327.550623447593
V	15656931	5	327.550623497593
V	15671031	5	329.667851854959
V	15712714	5	329.667851904959
V	15739577	5	330.180857346172
V	15739954	5	330.180857396172
V	15827381	5	330.180857446172
V	15890079	5	330.693709178683
V	15926188	5	331.206560616298
V	15927229	5	331.206560666298
V	15980725	5	331.206560716298
V	16142394	5	331.206560766298
V	16196278	5	331.206560816298
V	16212423	5	332.17943339908
V	16214070	5	332.17943344908
V	16214370	5	332.625545001167
V	16231760	5	333.139498629604
V	16244851	5	333.444235331565
V	16245079	5	333.959187525008
V	16245432	5	334.263922505927
V	16250614	5	334.778917493667
V	16251720	5	335.083940537846
V	16251909	5	335.532487522574
V	16251962	5	335.835195355469
V	16284520	5	336.812686836455
V	16353203	5	336.812686886455
V	16359978	5	337.109391088523
V	16361046	5	337.109391138523
V	16428453	5	337.404952983863
V	16437726	5	337.918966883879
V	16437790	5	338.431172874026
V	16440670	5	338.431172924026
V	16446426	5	338.431172974026
V	16450434	5	338.943379023215
V	16532342	5	339.456287217069
V	16607603	5	339.969125233481
V	16608240	5	339.969125283481
V	16614529	5	339.969125333481
V	16620584	5	339.969125383481
V	16788743	5	339.969125433481
V	16798394	5	339.969125483481
V	16825271	5	339.969125533481
V	16832421	5	339.969125583481
V	16861142	5	340.481977021321
V	16863778	5	340.994828980553
V	16867918	5	340.994829030553
V	16884856	5	340.994829080553
V	16892267	5	340.994829130553
V	16912024	5	340.994829180553
V	16928140	5	341.967700470725
V	16928336	5	341.967700520725
V	16928947	5	342.41382544346
V	16969558	5	342.92668009541
V	16971190	5	342.92668014541
V	16974530	5	342.92668019541
V	17019435	5	343.439505663583
V	17031388	5	343.439505713583
V	17062643	5	343.439505763583
V	17066205	5	343.735878946845
V	17066788	5	343.735878996845
V	17126072	5	344.031150020102
V	17184583	5	344.545162192793
V	17187549	5	345.058000427925
V	17191134	5	345.058000477925
V	17275116	5	345.058000527925
V	17277876	5	345.57083895713
V	17279277	5	346.081216493259
V	17289210	5	347.094259105284
V	17290036	5	347.094259155284
V	17323592	5	348.107315461685
V	17328463	5	348.617639919178
V	17348787	5	348.617639969178
V	17375098	5	348.617640019178
V	17377627	5	348.916647658007
V	17378908	5	349.431680112737
V	17385345	5	349.73068775087
V	17397065	5	349.73068780087
V	17397104	5	349.73068785087
V	17401587	5	350.243509893164
V	17413962	5	350.243509943164
V	17421850	5	350.243509993164
V	17427800	5	350.243510043164
V	17428740	5	350.543803440601
V	17437534	5	351.524693374468
V	17438824	5	351.824265667496
V	17440404	5	352.272138585223
V	17440985	5	352.78503682856
V	17441311	5	353.297241348965
V	17441395	5	353.297241398965
V	17489038	5	353.297241448965
V	17492644	5	353.809434696733
V	17513868	5	353.809434746733
V	17546920	5	354.322259907314
V	17560694	5	354.322259957314
V	17566281	5	354.322260007314
V	17578491	5	354.322260057314
V	17683217	5	354.835085072364
V	17688323	5	354.835085122364
V	17690266	5	354.835085172364
V	17700492	5	354.835085222364
V	17717790	5	355.347910234348
V	17726949	5	355.347910284348
V	17732935	5	355.347910334348
V	17752311	5	355.347910384348
V	17765876	5	355.347910434348
V	17795397	5	355.860761873773
V	17862845	5	356.373613313184
V	17891356	5	356.373613363184
V	17941016	5	356.373613413184
V	17946696	5	356.373613463184
V	17954625	5	356.373613513184
V	17956910	5	356.373613563184
V	17966734	5	356.373613613184
V	17969810	5	356.373613663184
V	18045331	5	356.373613713184
V	18045379	5	356.885819619135
V	18052089	5	357.398714256342
V	18053092	5	357.911608893802
V	18055058	5	358.423814800813
V	18064340	5	358.423814850813
V	18066190	5	358.423814900813
V	18069780	5	358.423814950813
V	18082888	5	358.423815000813
V	18088172	5	358.423815050813
V	18098242	5	358.936694625058
V	18121527	5	358.936694675058
V	18141483	5	359.449587743719
V	18147185	5	359.962478958817
V	18178822	5	360.475370517845
V	18187845	5	360.988208811756
V	18189168	5	360.988208861756
V	18191923	5	360.988208911756
V	18201601	5	361.5010344677
V	18205331	5	361.5010345177
V	18237202	5	361.5010345677
V	18241466	5	362.013243976795
V	18248854	5	362.526141791782
V	18248862	5	363.038393901668
V	18249895	5	363.551718709904
V	18250765	5	363.853190231516
V	18250818	5	364.367553971538
V	18251142	5	364.670072354037
V	18253306	5	364.670072404037
V	18266044	5	364.670072454037
V	18269415	5	365.182910826896
V	18284890	5	365.695815580989
V	18339929	5	366.208691138455
V	18345965	5	366.208691188455
V	18346507	5	366.505192974551
V	18367224	5	366.505193024551
V	18500803	5	366.800580947139
V	18555758	5	367.314538925799
V	18557617	5	367.314538975799
V	18569385	5	367.314539025799
V	18573055	5	367.314539075799
V	18573451	5	367.314539125799
V	18577652	5	367.828478827494
V	18580227	5	368.127458619685
V	18583764	5	368.127458669685
V	18585856	5	368.127458719685
V	18587271	5	368.127458769685
V	18601381	5	368.426441809745
V	18601710	5	368.939746315105
V	18605664	5	368.939746365105
V	18613838	5	368.939746415106
V	18619443	5	369.451939544956
V	18625431	5	369.451939594956
V	18719099	5	369.451939644956
V	18719786	5	369.451939694956
V	18720748	5	369.451939744956
V	18740883	5	369.451939794956
