Chr	BP	num_rep	species
II	15080001	3845	briggsae
II	15090001	3800	briggsae
II	15100001	3951	briggsae
II	15110001	3215	briggsae
II	15120001	4262	briggsae
II	15130001	3213	briggsae
II	15140001	3360	briggsae
II	15150001	3780	briggsae
II	15160001	1165	briggsae
II	15170001	4279	briggsae
II	15180001	4528	briggsae
II	15190001	3575	briggsae
II	15200001	3178	briggsae
II	15210001	3306	briggsae
II	15220001	3810	briggsae
II	15230001	3612	briggsae
II	15240001	4446	briggsae
II	15250001	5387	briggsae
II	15260001	3103	briggsae
II	15270001	5432	briggsae
II	15280001	1681	briggsae
II	15290001	3248	briggsae
II	15300001	2636	briggsae
II	15310001	4096	briggsae
II	15320001	4552	briggsae
II	15330001	5008	briggsae
II	15340001	6399	briggsae
II	15350001	5766	briggsae
II	15360001	4008	briggsae
II	15370001	3970	briggsae
II	15380001	2118	briggsae
II	15390001	5078	briggsae
II	15400001	5649	briggsae
II	15410001	5310	briggsae
II	15420001	3316	briggsae
II	15430001	3995	briggsae
II	15440001	5810	briggsae
II	15450001	4234	briggsae
II	15460001	2588	briggsae
II	15470001	5106	briggsae
II	15480001	4438	briggsae
II	15490001	4890	briggsae
II	15500001	6428	briggsae
II	15510001	5979	briggsae
II	15520001	3540	briggsae
II	15530001	4560	briggsae
II	15540001	2267	briggsae
II	15550001	3236	briggsae
II	15560001	4611	briggsae
II	15570001	4994	briggsae
II	15580001	4812	briggsae
II	15590001	3400	briggsae
II	15600001	3619	briggsae
II	15610001	2147	briggsae
II	15620001	2817	briggsae
II	15630001	3733	briggsae
II	15640001	3219	briggsae
II	15650001	4174	briggsae
II	15660001	4985	briggsae
II	15670001	4361	briggsae
II	15680001	1971	briggsae
II	15690001	349	briggsae
II	15700001	2867	briggsae
II	15710001	1548	briggsae
II	15720001	1509	briggsae
II	15730001	1498	briggsae
II	15740001	4874	briggsae
II	15750001	4796	briggsae
II	15760001	2503	briggsae
II	15770001	454	briggsae
II	15780001	3023	briggsae
II	15790001	3046	briggsae
II	15800001	1702	briggsae
II	15810001	3489	briggsae
II	15820001	3739	briggsae
II	15830001	3782	briggsae
II	15840001	3440	briggsae
II	15850001	4512	briggsae
II	15860001	3033	briggsae
II	15870001	3756	briggsae
II	15880001	1555	briggsae
II	15890001	4831	briggsae
II	15900001	3635	briggsae
II	15910001	4467	briggsae
II	15920001	4687	briggsae
II	15930001	2702	briggsae
II	15940001	2062	briggsae
II	15950001	1798	briggsae
II	15960001	4319	briggsae
II	15970001	1649	briggsae
II	15980001	5700	briggsae
II	15990001	2472	briggsae
II	16000001	3840	briggsae
II	16010001	1223	briggsae
II	16020001	34	briggsae
II	16030001	2469	briggsae
II	16040001	3574	briggsae
II	16050001	4295	briggsae
II	16060001	3703	briggsae
II	16070001	3460	briggsae
II	16080001	4689	briggsae
II	16090001	4576	briggsae
II	16100001	2833	briggsae
II	16110001	2464	briggsae
II	16120001	1391	briggsae
II	16130001	2411	briggsae
II	16140001	3453	briggsae
II	16150001	4751	briggsae
II	16160001	4031	briggsae
II	16170001	4358	briggsae
II	16180001	2350	briggsae
II	16190001	1053	briggsae
II	16200001	3203	briggsae
II	16210001	4510	briggsae
II	16220001	2272	briggsae
II	16230001	2814	briggsae
II	16240001	2666	briggsae
II	16250001	1644	briggsae
II	16260001	839	briggsae
II	16270001	2671	briggsae
II	16280001	2415	briggsae
II	16290001	2753	briggsae
II	16300001	2871	briggsae
II	16310001	2820	briggsae
II	16320001	3629	briggsae
II	16330001	1914	briggsae
II	16340001	2418	briggsae
II	16350001	1094	briggsae
II	16360001	2358	briggsae
II	16370001	2709	briggsae
II	16380001	1803	briggsae
II	16390001	1162	briggsae
II	16400001	841	briggsae
II	16410001	1706	briggsae
II	16420001	141	briggsae
II	16430001	3056	briggsae
II	16440001	846	briggsae
II	16450001	704	briggsae
II	16460001	816	briggsae
II	16470001	212	briggsae
II	16480001	1046	briggsae
II	16490001	6450	briggsae
II	16500001	655	briggsae
II	16510001	126	briggsae
II	16520001	3499	briggsae
II	16530001	819	briggsae
II	16540001	306	briggsae
II	16550001	389	briggsae
II	16560001	743	briggsae
II	16570001	1077	briggsae
II	16580001	886	briggsae
II	16590001	862	briggsae
II	16600001	88	briggsae
II	16610001	1614	briggsae
II	16620001	653	briggsae
I	1	6624	briggsae
I	10001	1659	briggsae
I	20001	3054	briggsae
I	30001	2883	briggsae
I	40001	2604	briggsae
I	50001	2519	briggsae
I	60001	3141	briggsae
I	70001	3408	briggsae
I	80001	848	briggsae
I	90001	4441	briggsae
I	100001	2629	briggsae
I	110001	3236	briggsae
I	120001	5022	briggsae
I	130001	4788	briggsae
I	140001	3081	briggsae
I	150001	5068	briggsae
I	160001	4486	briggsae
I	170001	2902	briggsae
I	180001	1007	briggsae
I	190001	3824	briggsae
I	200001	1717	briggsae
I	210001	2235	briggsae
I	220001	2973	briggsae
I	230001	3258	briggsae
I	240001	4437	briggsae
I	250001	6245	briggsae
I	260001	4957	briggsae
I	270001	2460	briggsae
I	280001	6073	briggsae
I	290001	3904	briggsae
I	300001	1247	briggsae
I	310001	2160	briggsae
I	320001	1748	briggsae
I	330001	3182	briggsae
I	340001	5300	briggsae
I	350001	1445	briggsae
I	360001	3096	briggsae
I	370001	695	briggsae
I	380001	936	briggsae
I	390001	528	briggsae
I	400001	2739	briggsae
I	410001	1210	briggsae
I	420001	1688	briggsae
I	430001	2706	briggsae
I	440001	2990	briggsae
I	450001	4753	briggsae
I	460001	4380	briggsae
I	470001	4248	briggsae
I	480001	4341	briggsae
I	490001	1365	briggsae
I	500001	3624	briggsae
I	510001	3836	briggsae
I	520001	3744	briggsae
I	530001	5266	briggsae
I	540001	5441	briggsae
I	550001	2559	briggsae
I	560001	3735	briggsae
I	570001	4739	briggsae
I	580001	2500	briggsae
I	590001	4243	briggsae
I	600001	4227	briggsae
I	610001	4562	briggsae
I	620001	4214	briggsae
I	630001	4906	briggsae
I	640001	5357	briggsae
I	650001	6229	briggsae
I	660001	3433	briggsae
I	670001	2321	briggsae
I	680001	2616	briggsae
I	690001	5412	briggsae
I	700001	4882	briggsae
I	710001	2901	briggsae
I	720001	5146	briggsae
I	730001	5328	briggsae
I	740001	2990	briggsae
I	750001	3242	briggsae
I	760001	3872	briggsae
I	770001	4686	briggsae
I	780001	3823	briggsae
I	790001	3892	briggsae
I	800001	3236	briggsae
I	810001	3623	briggsae
I	820001	3498	briggsae
I	830001	2999	briggsae
I	840001	1798	briggsae
I	850001	2835	briggsae
I	860001	4994	briggsae
I	870001	4983	briggsae
I	880001	3379	briggsae
I	890001	3662	briggsae
I	900001	4743	briggsae
I	910001	6156	briggsae
I	920001	4050	briggsae
I	930001	5204	briggsae
I	940001	4077	briggsae
I	950001	3381	briggsae
I	960001	2467	briggsae
I	970001	5498	briggsae
I	980001	3169	briggsae
I	990001	2146	briggsae
I	1000001	1127	briggsae
I	1010001	2693	briggsae
I	1020001	2775	briggsae
I	1030001	5129	briggsae
I	1040001	3728	briggsae
I	1050001	5161	briggsae
I	1060001	4299	briggsae
I	1070001	4386	briggsae
I	1080001	4575	briggsae
I	1090001	3895	briggsae
I	1100001	4077	briggsae
I	1110001	3628	briggsae
I	1120001	5982	briggsae
I	1130001	4900	briggsae
I	1140001	4726	briggsae
I	1150001	5742	briggsae
I	1160001	2406	briggsae
I	1170001	5513	briggsae
I	1180001	6051	briggsae
I	1190001	5394	briggsae
I	1200001	5363	briggsae
I	1210001	3206	briggsae
I	1220001	4953	briggsae
I	1230001	5767	briggsae
I	1240001	5498	briggsae
I	1250001	5316	briggsae
I	1260001	5288	briggsae
I	1270001	4514	briggsae
I	1280001	3054	briggsae
I	1290001	4659	briggsae
I	1300001	6281	briggsae
I	1310001	5295	briggsae
I	1320001	1294	briggsae
I	1330001	3602	briggsae
I	1340001	4683	briggsae
I	1350001	3464	briggsae
I	1360001	3682	briggsae
I	1370001	2600	briggsae
I	1380001	3858	briggsae
I	1390001	2739	briggsae
I	1400001	5373	briggsae
I	1410001	4720	briggsae
I	1420001	3520	briggsae
I	1430001	3608	briggsae
I	1440001	4894	briggsae
I	1450001	4993	briggsae
I	1460001	4728	briggsae
I	1470001	3031	briggsae
I	1480001	2642	briggsae
I	1490001	2461	briggsae
I	1500001	2628	briggsae
I	1510001	2798	briggsae
I	1520001	4389	briggsae
I	1530001	3823	briggsae
I	1540001	2811	briggsae
I	1550001	4714	briggsae
I	1560001	3860	briggsae
I	1570001	1127	briggsae
I	1580001	2570	briggsae
I	1590001	4152	briggsae
I	1600001	2780	briggsae
I	1610001	6590	briggsae
I	1620001	2952	briggsae
I	1630001	5613	briggsae
I	1640001	2834	briggsae
I	1650001	3876	briggsae
I	1660001	3202	briggsae
I	1670001	4293	briggsae
I	1680001	3021	briggsae
I	1690001	2290	briggsae
I	1700001	3257	briggsae
I	1710001	5482	briggsae
I	1720001	3809	briggsae
I	1730001	1469	briggsae
I	1740001	3777	briggsae
I	1750001	4755	briggsae
I	1760001	3719	briggsae
I	1770001	3327	briggsae
I	1780001	3753	briggsae
I	1790001	1739	briggsae
I	1800001	4874	briggsae
I	1810001	6243	briggsae
I	1820001	4553	briggsae
I	1830001	5873	briggsae
I	1840001	3721	briggsae
I	1850001	3301	briggsae
I	1860001	2872	briggsae
I	1870001	5128	briggsae
I	1880001	2467	briggsae
I	1890001	1894	briggsae
I	1900001	4989	briggsae
I	1910001	2076	briggsae
I	1920001	1632	briggsae
I	1930001	3978	briggsae
I	1940001	3032	briggsae
I	1950001	2516	briggsae
I	1960001	3748	briggsae
I	1970001	5690	briggsae
I	1980001	5206	briggsae
I	1990001	4634	briggsae
I	2000001	4977	briggsae
I	2010001	4298	briggsae
I	2020001	3400	briggsae
I	2030001	2101	briggsae
I	2040001	989	briggsae
I	2050001	4162	briggsae
I	2060001	3847	briggsae
I	2070001	1672	briggsae
I	2080001	2676	briggsae
I	2090001	4162	briggsae
I	2100001	4687	briggsae
I	2110001	3187	briggsae
I	2120001	3348	briggsae
I	2130001	3715	briggsae
I	2140001	3456	briggsae
I	2150001	3358	briggsae
I	2160001	5032	briggsae
I	2170001	4271	briggsae
I	2180001	3057	briggsae
I	2190001	5525	briggsae
I	2200001	1250	briggsae
I	2210001	6567	briggsae
I	2220001	5230	briggsae
I	2230001	3328	briggsae
I	2240001	4531	briggsae
I	2250001	3370	briggsae
I	2260001	2015	briggsae
I	2270001	4193	briggsae
I	2280001	3881	briggsae
I	2290001	3209	briggsae
I	2300001	5867	briggsae
I	2310001	5352	briggsae
I	2320001	4058	briggsae
I	2330001	5850	briggsae
I	2340001	4156	briggsae
I	2350001	2840	briggsae
I	2360001	2799	briggsae
I	2370001	4435	briggsae
I	2380001	1642	briggsae
I	2390001	2671	briggsae
I	2400001	3409	briggsae
I	2410001	4364	briggsae
I	2420001	1488	briggsae
I	2430001	2585	briggsae
I	2440001	2408	briggsae
I	2450001	4457	briggsae
I	2460001	3209	briggsae
I	2470001	3982	briggsae
I	2480001	4197	briggsae
I	2490001	4760	briggsae
I	2500001	3815	briggsae
I	2510001	2637	briggsae
I	2520001	2096	briggsae
I	2530001	4071	briggsae
I	2540001	3092	briggsae
I	2550001	2526	briggsae
I	2560001	2495	briggsae
I	2570001	1059	briggsae
I	2580001	2593	briggsae
I	2590001	1989	briggsae
I	2600001	2458	briggsae
I	2610001	2088	briggsae
I	2620001	2728	briggsae
I	2630001	1550	briggsae
I	2640001	3046	briggsae
I	2650001	2981	briggsae
I	2660001	4279	briggsae
I	2670001	3636	briggsae
I	2680001	3228	briggsae
I	2690001	1912	briggsae
I	2700001	3034	briggsae
I	2710001	1813	briggsae
I	2720001	1391	briggsae
I	2730001	1970	briggsae
I	2740001	3231	briggsae
I	2750001	4753	briggsae
I	2760001	1934	briggsae
I	2770001	3349	briggsae
I	2780001	2664	briggsae
I	2790001	1741	briggsae
I	2800001	972	briggsae
I	2810001	1753	briggsae
I	2820001	900	briggsae
I	2830001	3168	briggsae
I	2840001	5139	briggsae
I	2850001	1278	briggsae
I	2860001	4198	briggsae
I	2870001	3358	briggsae
I	2880001	5798	briggsae
I	2890001	3701	briggsae
I	2900001	1762	briggsae
I	2910001	515	briggsae
I	2920001	1167	briggsae
I	2930001	2074	briggsae
I	2940001	3736	briggsae
I	2950001	2901	briggsae
I	2960001	1841	briggsae
I	2970001	2316	briggsae
I	2980001	2971	briggsae
I	2990001	1576	briggsae
I	3000001	2149	briggsae
I	3010001	2268	briggsae
I	3020001	4888	briggsae
I	3030001	2378	briggsae
I	3040001	3179	briggsae
I	3050001	2650	briggsae
I	3060001	787	briggsae
I	3070001	1153	briggsae
I	3080001	3955	briggsae
I	3090001	2385	briggsae
I	3100001	2057	briggsae
I	3110001	3043	briggsae
I	3120001	5067	briggsae
I	3130001	3488	briggsae
I	3140001	2825	briggsae
I	3150001	5413	briggsae
I	3160001	1237	briggsae
I	3170001	2181	briggsae
I	3180001	1063	briggsae
I	3190001	1479	briggsae
I	3200001	2035	briggsae
I	3210001	2668	briggsae
I	3220001	1125	briggsae
I	3230001	2853	briggsae
I	3240001	2915	briggsae
I	3250001	1847	briggsae
I	3260001	2456	briggsae
I	3270001	2937	briggsae
I	3280001	493	briggsae
I	3290001	2584	briggsae
I	3300001	6101	briggsae
I	3310001	964	briggsae
I	3320001	4152	briggsae
I	3330001	2256	briggsae
I	3340001	3894	briggsae
I	3350001	3380	briggsae
I	3360001	1749	briggsae
I	3370001	2856	briggsae
I	3380001	3733	briggsae
I	3390001	3084	briggsae
I	3400001	3263	briggsae
I	3410001	3681	briggsae
I	3420001	4663	briggsae
I	3430001	1208	briggsae
I	3440001	1485	briggsae
I	3450001	708	briggsae
I	3460001	550	briggsae
I	3470001	2790	briggsae
I	3480001	3410	briggsae
I	3490001	1940	briggsae
I	3500001	5003	briggsae
I	3510001	330	briggsae
I	3520001	0	briggsae
I	3530001	3490	briggsae
I	3540001	2038	briggsae
I	3550001	368	briggsae
I	3560001	2007	briggsae
I	3570001	2371	briggsae
I	3580001	77	briggsae
I	3590001	577	briggsae
I	3600001	2081	briggsae
I	3610001	1541	briggsae
I	3620001	1648	briggsae
I	3630001	550	briggsae
I	3640001	402	briggsae
I	3650001	1535	briggsae
I	3660001	2671	briggsae
I	3670001	3116	briggsae
I	3680001	1584	briggsae
I	3690001	223	briggsae
I	3700001	390	briggsae
I	3710001	2383	briggsae
I	3720001	4792	briggsae
I	3730001	2734	briggsae
I	3740001	1726	briggsae
I	3750001	2518	briggsae
I	3760001	1237	briggsae
I	3770001	132	briggsae
I	3780001	1295	briggsae
I	3790001	2855	briggsae
I	3800001	1771	briggsae
I	3810001	763	briggsae
I	3820001	1124	briggsae
I	3830001	2910	briggsae
I	3840001	1224	briggsae
I	3850001	1510	briggsae
I	3860001	517	briggsae
I	3870001	3411	briggsae
I	3880001	2359	briggsae
I	3890001	1054	briggsae
I	3900001	397	briggsae
I	3910001	1053	briggsae
I	3920001	2847	briggsae
I	3930001	1280	briggsae
I	3940001	1722	briggsae
I	3950001	823	briggsae
I	3960001	2383	briggsae
I	3970001	2424	briggsae
I	3980001	834	briggsae
I	3990001	0	briggsae
I	4000001	226	briggsae
I	4010001	351	briggsae
I	4020001	1965	briggsae
I	4030001	2075	briggsae
I	4040001	2825	briggsae
I	4050001	1274	briggsae
I	4060001	1382	briggsae
I	4070001	201	briggsae
I	4080001	2725	briggsae
I	4090001	1654	briggsae
I	4100001	1151	briggsae
I	4110001	588	briggsae
I	4120001	2672	briggsae
I	4130001	21	briggsae
I	4140001	33	briggsae
I	4150001	2698	briggsae
I	4160001	917	briggsae
I	4170001	1649	briggsae
I	4180001	583	briggsae
I	4190001	1688	briggsae
I	4200001	1669	briggsae
I	4210001	2830	briggsae
I	4220001	3521	briggsae
I	4230001	3076	briggsae
I	4240001	2195	briggsae
I	4250001	1396	briggsae
I	4260001	2212	briggsae
I	4270001	988	briggsae
I	4280001	656	briggsae
I	4290001	1861	briggsae
I	4300001	7	briggsae
I	4310001	1038	briggsae
I	4320001	154	briggsae
I	4330001	2571	briggsae
I	4340001	2104	briggsae
I	4350001	1641	briggsae
I	4360001	2275	briggsae
I	4370001	925	briggsae
I	4380001	2606	briggsae
I	4390001	1828	briggsae
I	4400001	483	briggsae
I	4410001	2319	briggsae
I	4420001	1115	briggsae
I	4430001	380	briggsae
I	4440001	493	briggsae
I	4450001	3153	briggsae
I	4460001	3843	briggsae
I	4470001	2470	briggsae
I	4480001	966	briggsae
I	4490001	386	briggsae
I	4500001	326	briggsae
I	4510001	1247	briggsae
I	4520001	1541	briggsae
I	4530001	1853	briggsae
I	4540001	877	briggsae
I	4550001	2183	briggsae
I	4560001	1690	briggsae
I	4570001	1236	briggsae
I	4580001	1979	briggsae
I	4590001	2785	briggsae
I	4600001	208	briggsae
I	4610001	1045	briggsae
I	4620001	3643	briggsae
I	4630001	2575	briggsae
I	4640001	2057	briggsae
I	4650001	570	briggsae
I	4660001	3171	briggsae
I	4670001	1789	briggsae
I	4680001	801	briggsae
I	4690001	2160	briggsae
I	4700001	1788	briggsae
I	4710001	5537	briggsae
I	4720001	8525	briggsae
I	4730001	2987	briggsae
I	4740001	1136	briggsae
I	4750001	716	briggsae
I	4760001	1428	briggsae
I	4770001	555	briggsae
I	4780001	1033	briggsae
I	4790001	3305	briggsae
I	4800001	1497	briggsae
I	4810001	655	briggsae
I	4820001	1346	briggsae
I	4830001	2816	briggsae
I	4840001	2156	briggsae
I	4850001	2864	briggsae
I	4860001	1762	briggsae
I	4870001	1752	briggsae
I	4880001	3057	briggsae
I	4890001	1148	briggsae
I	4900001	1941	briggsae
I	4910001	1136	briggsae
I	4920001	2228	briggsae
I	4930001	1131	briggsae
I	4940001	2099	briggsae
I	4950001	4768	briggsae
I	4960001	3746	briggsae
I	4970001	824	briggsae
I	4980001	1560	briggsae
I	4990001	662	briggsae
I	5000001	3323	briggsae
I	5010001	3882	briggsae
I	5020001	2022	briggsae
I	5030001	1206	briggsae
I	5040001	2414	briggsae
I	5050001	3230	briggsae
I	5060001	1112	briggsae
I	5070001	2285	briggsae
I	5080001	1795	briggsae
I	5090001	1776	briggsae
I	5100001	225	briggsae
I	5110001	3052	briggsae
I	5120001	514	briggsae
I	5130001	30	briggsae
I	5140001	2543	briggsae
I	5150001	998	briggsae
I	5160001	611	briggsae
I	5170001	4270	briggsae
I	5180001	1769	briggsae
I	5190001	1883	briggsae
I	5200001	446	briggsae
I	5210001	2074	briggsae
I	5220001	1324	briggsae
I	5230001	3052	briggsae
I	5240001	964	briggsae
I	5250001	739	briggsae
I	5260001	2408	briggsae
I	5270001	3130	briggsae
I	5280001	770	briggsae
I	5290001	1330	briggsae
I	5300001	1658	briggsae
I	5310001	3539	briggsae
I	5320001	2382	briggsae
I	5330001	883	briggsae
I	5340001	1153	briggsae
I	5350001	449	briggsae
I	5360001	120	briggsae
I	5370001	2539	briggsae
I	5380001	521	briggsae
I	5390001	1982	briggsae
I	5400001	3994	briggsae
I	5410001	1872	briggsae
I	5420001	2548	briggsae
I	5430001	2469	briggsae
I	5440001	976	briggsae
I	5450001	1575	briggsae
I	5460001	3144	briggsae
I	5470001	2960	briggsae
I	5480001	2371	briggsae
I	5490001	2172	briggsae
I	5500001	2264	briggsae
I	5510001	1496	briggsae
I	5520001	3879	briggsae
I	5530001	2667	briggsae
I	5540001	2580	briggsae
I	5550001	4821	briggsae
I	5560001	2602	briggsae
I	5570001	1403	briggsae
I	5580001	2686	briggsae
I	5590001	1275	briggsae
I	5600001	1647	briggsae
I	5610001	870	briggsae
I	5620001	1960	briggsae
I	5630001	2888	briggsae
I	5640001	204	briggsae
I	5650001	3055	briggsae
I	5660001	2747	briggsae
I	5670001	2261	briggsae
I	5680001	321	briggsae
I	5690001	1397	briggsae
I	5700001	2122	briggsae
I	5710001	2443	briggsae
I	5720001	414	briggsae
I	5730001	1066	briggsae
I	5740001	1678	briggsae
I	5750001	1881	briggsae
I	5760001	2042	briggsae
I	5770001	2755	briggsae
I	5780001	3203	briggsae
I	5790001	1972	briggsae
I	5800001	552	briggsae
I	5810001	450	briggsae
I	5820001	1611	briggsae
I	5830001	5655	briggsae
I	5840001	3018	briggsae
I	5850001	2571	briggsae
I	5860001	1607	briggsae
I	5870001	1612	briggsae
I	5880001	3639	briggsae
I	5890001	19	briggsae
I	5900001	23	briggsae
I	5910001	1850	briggsae
I	5920001	2312	briggsae
I	5930001	1873	briggsae
I	5940001	319	briggsae
I	5950001	498	briggsae
I	5960001	1076	briggsae
I	5970001	209	briggsae
I	5980001	1884	briggsae
I	5990001	112	briggsae
I	6000001	545	briggsae
I	6010001	1050	briggsae
I	6020001	962	briggsae
I	6030001	3691	briggsae
I	6040001	859	briggsae
I	6050001	2951	briggsae
I	6060001	4121	briggsae
I	6070001	975	briggsae
I	6080001	4039	briggsae
I	6090001	1788	briggsae
I	6100001	212	briggsae
I	6110001	1556	briggsae
I	6120001	1290	briggsae
I	6130001	860	briggsae
I	6140001	51	briggsae
I	6150001	1156	briggsae
I	6160001	2073	briggsae
I	6170001	1484	briggsae
I	6180001	2341	briggsae
I	6190001	3687	briggsae
I	6200001	3782	briggsae
I	6210001	2795	briggsae
I	6220001	2606	briggsae
I	6230001	3618	briggsae
I	6240001	1385	briggsae
I	6250001	3213	briggsae
I	6260001	3527	briggsae
I	6270001	2959	briggsae
I	6280001	3853	briggsae
I	6290001	2805	briggsae
I	6300001	6259	briggsae
I	6310001	1090	briggsae
I	6320001	2189	briggsae
I	6330001	3052	briggsae
I	6340001	1736	briggsae
I	6350001	1203	briggsae
I	6360001	1530	briggsae
I	6370001	2781	briggsae
I	6380001	1643	briggsae
I	6390001	3207	briggsae
I	6400001	1472	briggsae
I	6410001	1807	briggsae
I	6420001	1431	briggsae
I	6430001	847	briggsae
I	6440001	2193	briggsae
I	6450001	2001	briggsae
I	6460001	2005	briggsae
I	6470001	5548	briggsae
I	6480001	3108	briggsae
I	6490001	1234	briggsae
I	6500001	3282	briggsae
I	6510001	760	briggsae
I	6520001	2765	briggsae
I	6530001	2416	briggsae
I	6540001	603	briggsae
I	6550001	1111	briggsae
I	6560001	2217	briggsae
I	6570001	0	briggsae
I	6580001	832	briggsae
I	6590001	1144	briggsae
I	6600001	1420	briggsae
I	6610001	4010	briggsae
I	6620001	2543	briggsae
I	6630001	3964	briggsae
I	6640001	2011	briggsae
I	6650001	1118	briggsae
I	6660001	0	briggsae
I	6670001	2335	briggsae
I	6680001	1884	briggsae
I	6690001	3106	briggsae
I	6700001	1162	briggsae
I	6710001	1985	briggsae
I	6720001	3580	briggsae
I	6730001	83	briggsae
I	6740001	480	briggsae
I	6750001	1112	briggsae
I	6760001	4052	briggsae
I	6770001	3274	briggsae
I	6780001	2579	briggsae
I	6790001	2262	briggsae
I	6800001	835	briggsae
I	6810001	1973	briggsae
I	6820001	1825	briggsae
I	6830001	1952	briggsae
I	6840001	2919	briggsae
I	6850001	1149	briggsae
I	6860001	825	briggsae
I	6870001	4010	briggsae
I	6880001	1690	briggsae
I	6890001	1104	briggsae
I	6900001	3114	briggsae
I	6910001	2649	briggsae
I	6920001	3057	briggsae
I	6930001	2200	briggsae
I	6940001	4387	briggsae
I	6950001	3211	briggsae
I	6960001	845	briggsae
I	6970001	2658	briggsae
I	6980001	2391	briggsae
I	6990001	2335	briggsae
I	7000001	2773	briggsae
I	7010001	2982	briggsae
I	7020001	2049	briggsae
I	7030001	4000	briggsae
I	7040001	2562	briggsae
I	7050001	4008	briggsae
I	7060001	4370	briggsae
I	7070001	2704	briggsae
I	7080001	1730	briggsae
I	7090001	4637	briggsae
I	7100001	4109	briggsae
I	7110001	3661	briggsae
I	7120001	3154	briggsae
I	7130001	2878	briggsae
I	7140001	2414	briggsae
I	7150001	1927	briggsae
I	7160001	3787	briggsae
I	7170001	3599	briggsae
I	7180001	4127	briggsae
I	7190001	4936	briggsae
I	7200001	3571	briggsae
I	7210001	2142	briggsae
I	7220001	2421	briggsae
I	7230001	2570	briggsae
I	7240001	1558	briggsae
I	7250001	3207	briggsae
I	7260001	4411	briggsae
I	7270001	4605	briggsae
I	7280001	3199	briggsae
I	7290001	3994	briggsae
I	7300001	515	briggsae
I	7310001	2430	briggsae
I	7320001	3639	briggsae
I	7330001	2834	briggsae
I	7340001	5136	briggsae
I	7350001	1030	briggsae
I	7360001	724	briggsae
I	7370001	4071	briggsae
I	7380001	1566	briggsae
I	7390001	1713	briggsae
I	7400001	1064	briggsae
I	7410001	1613	briggsae
I	7420001	2176	briggsae
I	7430001	2539	briggsae
I	7440001	1576	briggsae
I	7450001	178	briggsae
I	7460001	2164	briggsae
I	7470001	32	briggsae
I	7480001	1051	briggsae
I	7490001	2745	briggsae
I	7500001	5485	briggsae
I	7510001	3476	briggsae
I	7520001	2939	briggsae
I	7530001	1959	briggsae
I	7540001	142	briggsae
I	7550001	3332	briggsae
I	7560001	2140	briggsae
I	7570001	1285	briggsae
I	7580001	1790	briggsae
I	7590001	2443	briggsae
I	7600001	960	briggsae
I	7610001	3894	briggsae
I	7620001	40	briggsae
I	7630001	1201	briggsae
I	7640001	1449	briggsae
I	7650001	2967	briggsae
I	7660001	631	briggsae
I	7670001	902	briggsae
I	7680001	1425	briggsae
I	7690001	1868	briggsae
I	7700001	1256	briggsae
I	7710001	247	briggsae
I	7720001	54	briggsae
I	7730001	1323	briggsae
I	7740001	6416	briggsae
I	7750001	1792	briggsae
I	7760001	605	briggsae
I	7770001	1711	briggsae
I	7780001	3298	briggsae
I	7790001	2065	briggsae
I	7800001	1510	briggsae
I	7810001	1420	briggsae
I	7820001	2698	briggsae
I	7830001	1495	briggsae
I	7840001	649	briggsae
I	7850001	3298	briggsae
I	7860001	2420	briggsae
I	7870001	2558	briggsae
I	7880001	3472	briggsae
I	7890001	2234	briggsae
I	7900001	1070	briggsae
I	7910001	3244	briggsae
I	7920001	838	briggsae
I	7930001	466	briggsae
I	7940001	1264	briggsae
I	7950001	1618	briggsae
I	7960001	1810	briggsae
I	7970001	592	briggsae
I	7980001	3089	briggsae
I	7990001	316	briggsae
I	8000001	1067	briggsae
I	8010001	2313	briggsae
I	8020001	2651	briggsae
I	8030001	845	briggsae
I	8040001	54	briggsae
I	8050001	1432	briggsae
I	8060001	1529	briggsae
I	8070001	2660	briggsae
I	8080001	3809	briggsae
I	8090001	1707	briggsae
I	8100001	1415	briggsae
I	8110001	4550	briggsae
I	8120001	2222	briggsae
I	8130001	1488	briggsae
I	8140001	1931	briggsae
I	8150001	2213	briggsae
I	8160001	844	briggsae
I	8170001	1662	briggsae
I	8180001	261	briggsae
I	8190001	1199	briggsae
I	8200001	482	briggsae
I	8210001	2377	briggsae
I	8220001	3562	briggsae
I	8230001	3354	briggsae
I	8240001	413	briggsae
I	8250001	1144	briggsae
I	8260001	1680	briggsae
I	8270001	2628	briggsae
I	8280001	1237	briggsae
I	8290001	1185	briggsae
I	8300001	729	briggsae
I	8310001	3249	briggsae
I	8320001	1154	briggsae
I	8330001	3064	briggsae
I	8340001	2503	briggsae
I	8350001	1491	briggsae
I	8360001	4744	briggsae
I	8370001	3763	briggsae
I	8380001	1724	briggsae
I	8390001	2459	briggsae
I	8400001	2339	briggsae
I	8410001	252	briggsae
I	8420001	46	briggsae
I	8430001	1666	briggsae
I	8440001	640	briggsae
I	8450001	1476	briggsae
I	8460001	2717	briggsae
I	8470001	2370	briggsae
I	8480001	4752	briggsae
I	8490001	348	briggsae
I	8500001	166	briggsae
I	8510001	1498	briggsae
I	8520001	854	briggsae
I	8530001	2733	briggsae
I	8540001	2331	briggsae
I	8550001	837	briggsae
I	8560001	1171	briggsae
I	8570001	3400	briggsae
I	8580001	1795	briggsae
I	8590001	1314	briggsae
I	8600001	2117	briggsae
I	8610001	2228	briggsae
